Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport
6.8,100.0,Không,1,1,4.5,22.0,4,16.0421575,108.2174963, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,4,4.082812514447704,2.036224213688871,2.3012870060921142
18.3,306.0,Không,1,1,6.0,51.0,3,16.007266,108.2561299, Lê Văn Hiến,Hòa Hải,ngũ hành sơn,1,6.44242357425875,7.502639756624858,7.955565117413681
6.0,100.0,Không,1,1,5.0,20.0,2,16.0116328,108.2065771, An Hòa 9,Khuê Trung,cẩm lệ,2,7.345501284967465,5.342845488522864,5.061688396164935
3.7,100.0,Không,1,1,5.0,20.0,2,15.9816094,108.2097336, Nhân Hòa 5,Hòa Xuân,cẩm lệ,2,10.065226848924407,8.64004695313908,8.400825516058202
10.0,96.0,Không,1,1,4.5,21.0,4,16.007266,108.2561299, Lê Văn Hiến,Hòa Hải,ngũ hành sơn,1,6.44242357425875,7.502639756624858,7.955565117413681
7.2,106.0,Không,1,1,5.0,21.0,3,16.0538863,108.1862255, Cần Giuộc,An Khê,thanh khê,7,6.67376980041713,2.793822314727858,1.7973530701355391
4.7,100.0,Không,1,1,5.0,20.0,2,15.9992464,108.2116823, Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,2,8.215806830890585,6.685949227526858,6.4871850318153435
6.2,125.0,Không,1,1,5.0,25.0,3,15.9999497,108.2153837, Mẹ Thứ,Hòa Xuân,cẩm lệ,2,7.968118372425422,6.620244977365063,6.4817065855884595
8.0,120.0,Không,1,1,5.0,24.0,4,16.0199364,108.2266238, Hoàng Thế Thiện,Hòa Xuân,cẩm lệ,2,5.455285140625811,4.679637686957598,4.857270844088165
4.0,65.0,Không,1,1,5.0,15.0,3,16.0580766,108.1764603, Cao Sơn Pháo,Hòa An,cẩm lệ,2,7.643842463512043,3.768617514970002,2.8056523857442
5.4,125.0,Không,1,1,5.0,22.0,3,15.9999497,108.2153837, Mẹ Thứ,Hòa Xuân,cẩm lệ,2,7.968118372425422,6.620244977365063,6.4817065855884595
4.95,100.0,Không,1,1,5.0,20.0,3,16.003473,108.2227152, Nguyễn Sắc Kim,Hòa Xuân,cẩm lệ,2,7.2974867338200475,6.3301541689563035,6.322531267265707
5.395,100.0,Không,1,0,5.0,20.0,4,16.0148532,108.2214454, Thanh Lương 21,Hòa Xuân,cẩm lệ,2,6.201766427724864,5.0686853549433595,5.100613523267016
3.1,105.0,Không,1,1,5.0,21.0,2,15.989767,108.2028286, Bàu Cầu 27,Xã Hòa Phước,hòa vang,5,9.592287466634861,7.792218439905041,7.464009768383146
6.0,108.0,Không,1,1,5.0,22.0,3,16.0117393,108.1982179, Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2,7.903302811120536,5.494613663834648,5.055019746732804
5.35,100.0,Không,1,1,5.0,20.0,3,16.0093672,108.2225957, Phạm Xuân Ẩn,Hòa Xuân,cẩm lệ,2,6.699318911934934,5.688098180830738,5.708483162565261
3.5,100.0,Không,1,1,5.0,20.0,2,16.0507794,108.1459521, Trà Na 2,Hòa Khánh Nam,liên chiểu,6,10.982759132560872,7.097560695340888,6.110314193841435
4.7,100.0,Không,1,0,5.0,20.0,2,16.0085622,108.1993709, Phong Bắc 9,Hòa Thọ Đông,cẩm lệ,2,8.089150740078184,5.80553813206599,5.395668439531498
12.0,70.0,Không,1,1,4.0,18.0,3,16.0521384,108.2474796, Đỗ Bá,Mỹ An,ngũ hành sơn,1,1.411121737773662,3.924245951483339,4.828178435064609
3.3,100.0,Không,1,1,5.0,20.0,2,15.989767,108.2028286, Bàu Cầu 27,Xã Hòa Châu,hòa vang,5,9.592287466634861,7.792218439905041,7.464009768383146
3.7,88.0,Không,1,1,5.0,18.0,3,15.9813617,108.2154578, Cổ Mân Cúc 2,Hòa Xuân,cẩm lệ,2,9.860603815089284,8.674663177996218,8.50502579812328
11.0,80.0,Không,1,1,4.0,18.0,5,16.020567,108.212513, Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,2,6.173601640259712,4.327640629334935,4.190376648710503
5.5,100.0,Không,1,1,5.0,20.0,1,16.0091916,108.216444, Võ An Ninh,Hòa Xuân,cẩm lệ,2,7.004948228086479,5.609018422609252,5.5152569458613545
6.9,110.0,Không,1,1,5.0,25.0,3,15.9854422,108.2078906, Phạm Hùng,Xã Hòa Phước,hòa vang,5,9.762496136752393,8.223306290412035,7.962227697822298
37.0,180.0,Không,1,1,9.0,20.0,4,16.0484004,108.2475511, An Thượng 2,Mỹ An,ngũ hành sơn,1,1.8247465342723463,4.039669643640456,4.901147063214384
72.0,70.0,Không,1,1,15.0,18.0,8,16.0484004,108.2475511, An Thượng 2,Mỹ An,ngũ hành sơn,1,1.8247465342723463,4.039669643640456,4.901147063214384
7.2,100.0,Không,1,1,5.0,20.0,3,16.0086769,108.221757, Bùi Trang Chước,Hòa Xuân,cẩm lệ,2,6.805351034179993,5.745282696697169,5.746892103536137
15.2,46.0,Không,1,1,10.0,25.0,2,16.0032879,108.2153693, Trung Lương 16,Hòa Xuân,cẩm lệ,2,7.637314179423471,6.251461752979627,6.120688668344268
3.15,110.0,Không,0,1,5.0,21.0,1,16.0117393,108.1982179, Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2,7.903302811120536,5.494613663834648,5.055019746732804
3.3,64.0,Không,0,1,5.5,11.4,3,16.059592,108.1752817, Tôn Đức Thắng,Hòa Minh,liên chiểu,6,7.754842579758688,3.89061976293456,2.9419032130342884
3.15,54.0,Không,0,0,6.0,9.0,2,16.059592,108.1752817, Tôn Đức Thắng,Hòa Minh,liên chiểu,6,7.754842579758688,3.89061976293456,2.9419032130342884
2.78,8.0,Không,0,1,7.0,12.0,2,16.0510268,108.1823087, Trường Chinh,Hòa An,cẩm lệ,2,7.147479304313033,3.2811260720675524,2.2834600620956644
3.2,60.0,Không,0,1,4.0,15.0,2,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,4,3.7946500027329617,1.7279626756960513,2.122527554680222
3.2,53.0,Không,0,1,5.0,10.0,3,16.0592867,108.179735, Trường Chinh,An Khê,thanh khê,7,7.282591372041768,3.414356894519118,2.464290714790167
2.1,125.0,Không,0,1,8.0,15.625,1,16.0031472,108.1876854, Nguyễn Như Đỗ,Hòa Thọ Tây,cẩm lệ,2,9.366062087864112,6.759358797217937,6.194398151067429
2.4,75.0,Không,0,0,5.0,15.0,2,16.0117393,108.1982179, Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2,7.903302811120536,5.494613663834648,5.055019746732804
2.65,100.0,Không,0,1,5.0,20.0,2,16.0172805,108.201628, Triệu Quốc Đạt,Hòa Thọ Đông,cẩm lệ,2,7.204491664628993,4.811174414109968,4.420774678185881
2.15,85.0,Không,0,1,6.0,15.2,2,16.0138538,108.1958513, Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,2,7.905836607919737,5.343723328342092,4.853666284353989
2.98,79.0,Không,0,1,4.0,20.0,2,16.0510268,108.1823087, Trường Chinh,Hòa An,cẩm lệ,2,7.147479304313033,3.2811260720675524,2.2834600620956644
2.78,57.0,Không,0,1,4.0,14.0,2,16.0698397,108.2115701, Lê Duẩn,Tân Chính,hải châu,4,3.88841536044275,1.1258653402444132,1.690805522306393
2.65,103.0,Không,0,1,5.0,21.0,2,16.0396364,108.1823111, Tôn Đản,Hòa Phát,cẩm lệ,2,7.519423617351306,3.8423192947024445,2.9204483752697676
2.55,100.0,Không,0,1,5.0,20.0,2,16.0396364,108.1823111, Tôn Đản,Hòa Phát,cẩm lệ,2,7.519423617351306,3.8423192947024445,2.9204483752697676
2.5,77.0,Không,0,1,6.0,12.0,2,16.0172805,108.201628, Triệu Quốc Đạt,Hòa Thọ Đông,cẩm lệ,2,7.204491664628993,4.811174414109968,4.420774678185881
2.7,100.0,Không,0,1,5.0,20.0,2,16.0396364,108.1823111, Tôn Đản,Hòa Phát,cẩm lệ,2,7.519423617351306,3.8423192947024445,2.9204483752697676
1.5,80.0,Không,0,1,6.0,15.0,1,16.0337583,108.1804652, Lê Trọng Tấn,Hòa Phát,cẩm lệ,2,7.962327069842559,4.39877296649509,3.5189097798855404
4.0,80.0,Không,0,1,8.0,10.0,3,16.0397362,108.219754, Núi Thành,Hòa Cường,hải châu,4,4.07355919466838,2.3700885164595706,2.661952843685695
4.2,145.0,Không,0,1,6.0,24.0,3,16.0117393,108.1982179, Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2,7.903302811120536,5.494613663834648,5.055019746732804
9.5,95.0,Tây Nam,1,0,4.5,21.0,3,16.0243516,108.2508052, Lê Văn Hiến,Khuê Mỹ,ngũ hành sơn,1,4.499479726733887,5.730217054980425,6.306004469233065
21.0,1.0,Bắc,1,0,10.0,21.25,3,16.0409336,108.2388611, Lê Văn Hưu,Mỹ An,ngũ hành sơn,1,2.8092846727718577,3.574996085964779,4.27188513412004
15.5,123.0,Đông Nam,1,1,6.0,20.0,7,16.0510925,108.2362391, Hoài Thanh,Mỹ An,ngũ hành sơn,1,1.9482630637014644,2.797804789928826,3.6559470217396917
20.0,133.0,Không,1,1,13.0,10.0,3,16.0659224,108.1886334, Nguyễn Đức Trung,Thanh Khê Đông,thanh khê,7,6.304935344898065,2.557407599641696,1.7838902779552854
13.5,16.0,Đông Bắc,1,1,6.0,25.0,3,16.0975965,108.2321163, Lý Nhật Quang.,Nại Hiên Đông,sơn trà,3,3.978101469143112,4.7346571327942,5.467636156206193
10.5,113.0,Tây,1,0,7.0,15.0,3,16.0803384,108.2154566, Hải Hồ,Thanh Bình,hải châu,4,3.8357154567170477,2.323751259424892,2.90161214685353
9.6,65.0,Đông Bắc,1,1,6.0,10.0,2,16.078156,108.2150772, Lý Tự Trọng,Thanh Bình,hải châu,4,3.7717234117749943,2.0788740580823646,2.670660212424873
14.0,100.0,Tây Bắc,1,1,5.0,29.0,3,16.068177,108.2392192, Dương Đình Nghệ,An Hải Bắc,sơn trà,3,0.9626007776598884,3.0974688974354536,4.095001816980483
4.2,88.0,Tây Nam,1,1,5.0,17.5,1,16.0704092,108.1702857, Bàu Năng 1,Hòa Minh,liên chiểu,6,8.289531022285525,4.5819963241911355,3.759617852057766
11.5,97.0,Tây,1,1,5.0,19.0,3,16.0353736,108.2143518, Huỳnh Tấn Phát,Hòa Cường Nam,hải châu,4,4.82571608044144,2.703751123259102,2.721549913201162
18.5,50.0,Tây Nam,1,1,10.0,20.0,3,16.0215899,108.2280824, Đỗ Đăng Đệ,Hòa Xuân,cẩm lệ,2,5.22479572583469,4.566012913896987,4.789732884506572
15.2,59.0,Không,1,1,4.5,13.0,3,16.0756155,108.2177987, Nguyễn Thị Minh Khai,Thạch Thang,hải châu,4,3.3972169537976726,1.8839272329724108,2.601334464287596
22.0,195.0,Tây,1,1,10.0,19.0,3,16.0340279,108.2086379, Phạm Phú Tiết,Khuê Trung,cẩm lệ,2,5.3852071799055325,2.855217323985112,2.6445224011386603
18.0,16.0,Tây Bắc,1,1,7.0,23.0,3,16.0816887,108.2129154, Thanh Hải,Thanh Bình,hải châu,4,4.145718839095633,2.4408510205548475,2.9216352990440764
13.0,104.0,Không,1,0,10.198039027185569,10.198039027185569,3,16.0333361,108.2230855, Núi Thành,Hòa Cường Nam,hải châu,4,4.364052573215766,3.1605107341748,3.42909718378436
6.0,118.0,Không,1,0,10.862780491200215,10.862780491200215,2,15.9869865,108.2552205, Trần Đại Nghĩa,Hòa Hải,ngũ hành sơn,1,8.659749714152314,9.29706816611791,9.593481288368752
4.7,115.0,Không,1,0,10.723805294763608,10.723805294763608,2,16.0917245,108.2478841, Nam Thọ 4,Thọ Quang,sơn trà,3,2.969689756227421,5.255682475840486,6.163522247261235
3.45,110.0,Không,1,0,10.488088481701515,10.488088481701515,2,15.9980558,108.213865, Trung Lương 7,Hòa Xuân,cẩm lệ,2,8.22753956392262,6.82184879602733,6.655575284420419
3.95,59.0,Không,1,0,7.681145747868608,7.681145747868608,2,16.0892153,108.218426, Nguyễn Đức Cảnh,Thuận Phước,hải châu,4,4.117622239100759,3.349533934441223,3.9219129367218986
3.29,100.0,Không,1,0,10.0,10.0,2,15.9906028,108.2378831, Võ Chí Công,Hòa Quý,ngũ hành sơn,1,8.28538903416876,8.14210396173168,8.27917932863727
25.0,106.0,Không,1,0,10.295630140987,10.295630140987,5,16.0587976,108.2060965, Nguyễn Văn Linh,Chính Gián,thanh khê,7,4.486384248618032,0.6010766232063551,0.40665574885910605
7.6,100.0,Không,1,0,10.0,10.0,4,16.100663,108.2347636, Hồ Hán Thương,Nại Hiên Đông,sơn trà,3,4.188272558526585,5.167386517005278,5.908283137760502
3.5,50.0,Không,1,0,7.0710678118654755,7.0710678118654755,2,16.0529216,108.2359421, An Trung,An Hải Tây,sơn trà,3,1.8156335660845175,2.7052322446288075,3.592365468497144
4.8,100.0,Không,1,0,10.0,10.0,3,16.0077874,108.2280883, Thanh Lương 8,Hòa Xuân,cẩm lệ,2,6.653270170396843,6.00455871554334,6.109145890598027
3.9,41.0,Không,1,0,6.4031242374328485,6.4031242374328485,1,16.0484714,108.2406022, An Thượng 18,Mỹ An,ngũ hành sơn,1,1.9630535990868954,3.3373555285957996,4.1732494333813115
8.5,60.0,Không,1,0,7.745966692414834,7.745966692414834,5,16.0512309,108.2443867, An Thượng 38,Mỹ An,ngũ hành sơn,1,1.5489294194260121,3.6260687754731418,4.5132904749324485
24.0,123.0,Không,1,0,11.090536506409418,11.090536506409418,2,16.0514959,108.2191998, Núi Thành,Hòa Thuận Đông,hải châu,4,3.376175222701541,1.213026467784076,1.8791434565918272
6.0,75.0,Không,1,0,8.660254037844387,8.660254037844387,2,16.0753885,108.2405825, Trần Thanh Mại,An Hải Bắc,sơn trà,3,1.3802865231515462,3.5519285489079855,4.528059934009785
8.5,41.0,Không,1,0,6.4031242374328485,6.4031242374328485,4,16.0753408,108.21245, Ông Ích Khiêm,Thanh Bình,hải châu,4,3.929476988799527,1.736742838917101,2.2623473231011815
3.6,55.0,Không,1,0,7.416198487095663,7.416198487095663,1,16.0529216,108.2359421, An Trung,An Hải Tây,sơn trà,3,1.8156335660845175,2.7052322446288075,3.592365468497144
6.0,73.0,Không,1,0,8.54400374531753,8.54400374531753,3,16.0342226,108.2172068, Hoàng Xuân Nhị,Hòa Cường Nam,hải châu,4,4.696667207691948,2.877812585867674,2.9826643240350688
8.3,110.0,Không,1,0,10.488088481701515,10.488088481701515,3,16.0409336,108.2388611, Lê Văn Hưu,Mỹ An,ngũ hành sơn,1,2.8092846727718577,3.574996085964779,4.27188513412004
2.5,71.0,Không,0,0,8.426149773176359,8.426149773176359,1,16.0944583,108.2414025, Bình Than,Thọ Quang,sơn trà,3,3.337419073441657,4.996260600929438,5.844750891496938
13.0,160.0,Không,1,0,12.649110640673518,12.649110640673518,4,16.0510925,108.2362391, Hoài Thanh,Mỹ An,ngũ hành sơn,1,1.9482630637014644,2.797804789928826,3.6559470217396917
11.0,73.0,Không,1,0,8.54400374531753,8.54400374531753,4,16.0697434,108.2399567, Chính Hữu,An Hải Bắc,sơn trà,3,0.9738073408449253,3.228426813619996,4.224089596492211
3.9,73.0,Không,1,0,8.54400374531753,8.54400374531753,1,16.026652,108.2096705, Đỗ Thúc Tịnh,Khuê Trung,cẩm lệ,2,5.859550910305394,3.6593610616988785,3.464415197584126
5.6,69.0,Không,1,0,8.306623862918075,8.306623862918075,4,16.0510925,108.2362391, Hoài Thanh,Mỹ An,ngũ hành sơn,1,1.9482630637014644,2.797804789928826,3.6559470217396917
3.2,100.0,Không,0,0,10.0,10.0,1,16.0234267,108.2459015, Nguyễn Đình Chiểu,Khuê Mỹ,ngũ hành sơn,1,4.591696956689547,5.433484610345684,5.948903072179581
2.8,61.0,Không,0,0,7.810249675906654,7.810249675906654,2,16.1029578,108.2519877, Trần Quang Khải,Thọ Quang,sơn trà,3,4.239234470563463,6.448575334560826,7.312141239909225
3.6,70.0,Không,0,0,8.366600265340756,8.366600265340756,2,16.0436504,108.2140975, Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,4,4.282144714312781,1.7916270065776447,1.936609449234561
2.48,48.0,Không,0,0,6.928203230275509,6.928203230275509,2,16.0771733,108.2087543, Bắc Đẩu,Thanh Bình,hải châu,4,4.367741146401884,1.9618495616706648,2.3024070562971284
10.0,10.0,Không,0,0,3.1622776601683795,3.1622776601683795,3,16.0465115,108.2443396, Phan Tứ,Mỹ An,ngũ hành sơn,1,2.0625552346426654,3.7895955382904285,4.614104286376329
5.9,110.0,Không,0,0,10.488088481701515,10.488088481701515,4,16.0839273,108.2377245, Ngô Quyền,An Hải Bắc,sơn trà,3,2.354314761298158,3.872506849491163,4.775745477802017
16.0,138.0,Không,0,0,11.74734012447073,11.74734012447073,6,16.0415125,108.2168663, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4,4.179916992431663,2.085174410270329,2.308567931315352
2.45,119.0,Không,0,0,10.908712114635714,10.908712114635714,1,15.9869865,108.2552205, Trần Đại Nghĩa,Hòa Hải,ngũ hành sơn,1,8.659749714152314,9.29706816611791,9.593481288368752
5.99,80.0,Tây,1,1,5.0,16.0,3,16.0812745,108.1642754, Hòa Minh 4,Hòa Minh,liên chiểu,6,9.092454649808138,5.603828891308172,4.89485938948978
5.5,75.0,Tây,1,1,5.0,15.0,3,16.0734017,108.1648473, Phú Xuân 8,Hòa Minh,liên chiểu,6,8.89882214533866,5.232584044082878,4.425132719858306
7.2,85.0,Tây,1,1,5.0,17.0,3,16.0569886,108.1858049, Nguyễn Khang,An Khê,thanh khê,7,6.664306245545783,2.78044751858792,1.8043172255512778
8.0,133.0,Đông Nam,1,1,5.0,27.0,3,16.0608067,108.1714784, Thanh Tịnh,Hòa Minh,liên chiểu,6,8.15211431087348,4.299415216546797,3.360653671546604
6.8,81.0,Tây,1,1,5.6,14.0,3,16.0635334,108.1892879, Phạm Nhữ Tăng,Hòa Khê,thanh khê,7,6.235714336178697,2.429877017839835,1.5929413697899535
5.9,110.0,Tây Nam,1,1,5.0,22.0,4,16.0435507,108.1675508, Lê Hiến Mai,Hòa Minh,liên chiểu,6,8.879943018276157,5.04379504591924,4.0504560013404864
5.3,83.0,Tây,1,1,5.0,16.5,3,16.0378612,108.2145629, Ngô Thị Liễu,Hòa Cường Bắc,hải châu,4,4.626545701464605,2.4330419184745744,2.4917462112960544
10.8,11.0,Đông Bắc,1,1,5.0,22.0,4,16.0723072,108.1657415, Phú Xuân 3,Hòa Minh,liên chiểu,6,8.791578927358282,5.106621296924027,4.289236317817542
84.0,47.0,Nam,1,1,22.5,21.0,4,16.0320034,108.2149433, Xô Viết Nghệ Tĩnh,Hòa Cường Nam,hải châu,4,5.041569091408144,3.081417486238519,3.0840291537183595
56.0,490.0,Tây,1,1,20.0,24.5,3,16.0407896,108.2111494, Nguyễn Hữu Thọ,Hòa Cường Bắc,hải châu,4,4.72051048174597,2.0894873395519493,2.0319746507239835
125.0,375.0,Nam,1,1,15.0,25.0,10,16.076879,108.2288939, Trần Hưng Đạo,An Hải Bắc,sơn trà,3,2.396676267821556,2.652512411938928,3.5510283547897292
2.8,55.0,Bắc,0,1,3.5,15.0,3,16.0608503,108.1882335, Cù Chính Lan,Hòa Khê,thanh khê,7,6.36249508351294,2.508154722107072,1.5957250726212269
4.75,7.0,Đông,0,1,5.0,14.0,3,16.044107,108.2060114, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4,5.004469849198954,1.824090898313722,1.4943158010706779
2.67,48.0,Nam,0,1,4.0,12.0,2,16.066715,108.1924092, Hà Huy Tập,Chính Gián,thanh khê,7,5.903334948995509,2.2007723446268774,1.5195203428796435
3.85,50.0,Tây,0,1,5.0,10.0,3,16.0755129,108.210948, Đinh Tiên Hoàng,Thanh Bình,hải châu,4,4.088775719923616,1.755202422026524,2.210040858178984
4.35,50.0,Đông Bắc,0,1,5.0,12.0,3,16.0757672,108.2135372, Ông Ích Khiêm,Thanh Bình,hải châu,4,3.8330059149601023,1.7932792754357365,2.3594096584607738
3.6,4.0,Đông Bắc,0,1,4.0,11.0,3,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,7,4.904825881595817,1.25131956440354,0.9380805306906459
5.3,95.0,Đông,0,1,7.0,14.0,3,16.0438995,108.2150564, Tiểu La,Hòa Cường Bắc,hải châu,4,4.181375552417888,1.782537511421301,1.9824285931780337
4.5,70.0,Tây,0,1,5.0,14.0,3,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378
4.55,51.0,Nam,0,1,5.0,10.0,3,16.0438995,108.2150564, Tiểu La,Hòa Cường Bắc,hải châu,4,4.181375552417888,1.782537511421301,1.9824285931780337
9.5,128.0,Đông Bắc,0,1,7.0,19.0,2,16.0418324,108.2478355, Trần Văn Dư,Mỹ An,ngũ hành sơn,1,2.551740469057354,4.34678982241341,5.124626319899286
4.9,84.0,Tây,0,1,3.5,23.0,2,16.0597301,108.2380867, Lê Hữu Trác,An Hải Đông,sơn trà,3,1.1623612636964813,2.8296940641110613,3.800378224485008
5.15,54.0,Tây Bắc,0,1,4.2,13.0,4,16.0562861,108.217152, Hoàng Diệu,Bình Hiên,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378
3.6,76.0,Đông,0,1,4.1,18.4,2,16.052016,108.2141211, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.8501300898541233,0.8871212284883858,1.3542273728919043
5.5,59.0,Tây Nam,0,1,6.2,9.516129032258064,4,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,4,3.280930062097949,2.126937362188647,2.8679327567243256
4.5,71.0,Đông,0,1,4.2,14.8,4,16.0493796,108.2207225, Núi Thành,Hòa Thuận Đông,hải châu,4,3.3445135163991093,1.4966070293743554,2.117951390785364
5.0,104.0,Không,0,1,10.198039027185569,10.198039027185569,3,16.0748573,108.2106611, Đinh Tiên Hoàng,Tam Thuận,thanh khê,7,4.09807436098415,1.684355024248506,2.1312717960264194
4.95,8.0,Tây,0,1,3.0,27.0,5,16.0525986,108.209006, Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,4,4.342688198780041,0.831348949009912,0.8494512806729596
3.6,47.0,Tây Bắc,0,1,3.5,13.5,2,16.048629,108.2433567, Mai Thúc Lân,Mỹ An,ngũ hành sơn,1,1.8545136052748432,3.606758729710618,4.456732819636649
3.1,79.0,Đông,0,1,5.0,14.5,1,16.078156,108.2150772, Lý Tự Trọng,Thanh Bình,hải châu,4,3.7717234117749943,2.0788740580823646,2.670660212424873
3.2,99.0,Đông Nam,0,1,9.9498743710662,9.9498743710662,1,16.044107,108.2060114, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4,5.004469849198954,1.824090898313722,1.4943158010706779
3.75,85.0,Đông,0,1,4.3,19.6,1,16.044107,108.2060114, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4,5.004469849198954,1.824090898313722,1.4943158010706779
5.19,90.0,Tây Nam,1,1,4.5,19.0,5,16.0914673,108.2405443, Cổ Mân 9,Mân Thái,sơn trà,3,3.0349902832905307,4.684798371489157,5.548891840939807
5.8,66.0,Tây Bắc,1,1,5.2,13.0,2,16.0641146,108.2325071, Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,3,1.611730732050568,2.286262437953129,3.283072765258442
4.45,100.0,Đông Nam,1,1,5.0,20.0,2,16.0098034,108.2246698, Thanh Lương 16,Hòa Xuân,cẩm lệ,2,6.569163141502388,5.691143295437561,5.751002229346772
9.0,146.0,Không,1,1,6.6,23.0,2,16.037304,108.2170335, Bình An,Hòa Cường Bắc,hải châu,4,4.470032308514932,2.5409106855031487,2.686972339744069
8.0,100.0,Tây Nam,1,1,6.0,16.0,3,16.0827378,108.244814, Lê Lâm,Phước Mỹ,sơn trà,3,1.996564099148415,4.372204553733791,5.321039836610613
11.0,90.0,Không,1,1,5.0,18.0,3,16.0490211,108.239116, Ngũ Hành Sơn,Mỹ An,ngũ hành sơn,1,1.9743201201506906,3.167103588033422,4.0045023187578765
4.8,76.0,Bắc,1,1,4.0,16.0,2,16.0319446,108.2265569, Phạm Văn Bạch,Hòa Cường Nam,hải châu,4,4.282195169655055,3.4579835534767223,3.7891655554395003
5.4,60.0,Tây,1,1,4.0,15.0,2,16.0884323,108.2171155, Phạm Ngọc Thạch,Thuận Phước,hải châu,4,4.170053761926168,3.236715649525132,3.7844512384448334
5.7,100.0,Đông Nam,1,1,5.0,20.0,3,16.0286962,108.2413517, Lê Hy Cát,Khuê Mỹ,ngũ hành sơn,1,4.059720596985687,4.674687639230556,5.2057430853691224
8.5,108.0,Bắc,1,1,4.5,24.0,3,16.0404694,108.2209616, Hàn Thuyên,Hòa Cường Bắc,hải châu,4,3.923874706317377,2.3467167350895424,2.6959151556381533
8.9,54.0,Tây,1,1,4.5,12.0,3,16.0500842,108.2170537, Lê Đình Thám,Hòa Thuận Đông,hải châu,4,3.6513084003744862,1.2081348459811625,1.7301866778981936
4.7,64.0,Tây Bắc,1,1,4.7,13.617021276595745,2,16.0478116,108.2417731, An Thượng 16,Mỹ An,ngũ hành sơn,1,1.9883825353150952,3.480868514606659,4.312270547042718
7.6,75.0,Không,1,1,5.0,15.0,3,16.0490211,108.239116, Ngũ Hành Sơn,Mỹ An,ngũ hành sơn,1,1.9743201201506906,3.167103588033422,4.0045023187578765
13.5,85.0,Tây Nam,1,1,4.1,20.6,33,16.0524115,108.2090289, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4,4.346895782169306,0.8500454561579067,0.8639978075900642
6.9,6.0,Đông,1,1,5.4,1.111111111111111,4,16.0846923,108.2154509, Mai Am,Thuận Phước,hải châu,4,4.0738243796746225,2.7992505407396404,3.3339469470636365
5.59,68.0,Đông,1,1,4.5,15.0,2,16.0729586,108.24067, An Cư 4,An Hải Bắc,sơn trà,3,1.1570947905851132,3.436716005005484,4.423857052576697
8.7,53.0,Tây Bắc,1,1,4.3,12.0,3,16.0660045,108.2146665, Nguyễn Hoàng,Hải Châu II,hải châu,4,3.5205314637386107,0.7725095334843736,1.6107506734934673
3.7,80.0,Đông Bắc,1,1,5.0,16.0,2,16.0135082,108.2549107, Sơn Thủy 12,Hòa Hải,ngũ hành sơn,1,5.740205091479348,6.894203244438475,7.392885633093755
4.65,75.0,Tây,1,1,4.5,16.6,2,16.033764,108.2131623, Chu Mạnh Trinh,Khuê Trung,cẩm lệ,2,5.04018331209715,2.8708848259674213,2.8279857644585062
4.3,75.0,Tây Bắc,1,1,5.0,15.0,3,16.0271261,108.2227875, Đào Trí,Hòa Cường Nam,hải châu,4,4.948169450041347,3.793211843926909,3.9654509927630164
5.8,77.0,Đông Bắc,1,1,4.0,19.7,1,16.0896605,108.2432801, Trương Định,Mân Thái,sơn trà,3,2.7788578535537343,4.74091237801757,5.636765121861661
6.5,60.0,Tây,1,1,7.745966692414834,7.745966692414834,4,16.0367186,108.2233307, Lưu Quý Kỳ,Hòa Cường Nam,hải châu,4,4.053925212017148,2.8306707138796816,3.1679257350311785
9.5,115.0,Đông Bắc,1,1,4.0,28.6,3,16.0564139,108.2085306, Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4,4.279077821821316,0.4902164192820177,0.6338678126682145
5.6,69.0,Tây,1,1,6.0,11.5,4,16.0411852,108.2413304, Hoài Thanh,Mỹ An,ngũ hành sơn,1,2.7062495765899257,3.7782287230641276,4.501791899945291
7.9,63.0,Tây Nam,1,1,4.0,15.7,3,16.0617663,108.2343698, Ngô Quyền,An Hải Đông,sơn trà,3,1.4518964491504676,2.4430379248278205,3.4295979639433956
