Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport
3.8,90.0,Tây Bắc,0,1,4.0,22.5,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378
5.4,80.0,Đông Nam,0,1,4.1,19.512195121951223,3,16.0526414,108.2093775, Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,4,4.3034602223271845,0.8141948855964768,0.8787893540888536
4.2,80.0,Đông Nam,0,1,4.2,19.047619047619047,2,16.0526414,108.2093775, Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,4,4.3034602223271845,0.8141948855964768,0.8787893540888536
2.95,70.0,Không,1,1,5.0,14.0,2,16.0213078,108.2115639, Trương Quang Giao,Khuê Trung,cẩm lệ,2,6.171528804000226,4.244668049210876,4.086230578096328
6.4,100.0,Tây Nam,1,1,5.0,20.0,3,16.0119397,108.2184628, Huỳnh Ngọc Đủ,Hòa Xuân,cẩm lệ,2,6.6348607159791335,5.33153100743561,5.287912723977125
3.6,15.0,Tây Nam,1,1,8.8,17.3,1,15.9834181,108.2134712, Cổ Mân Mai 5,Hòa Xuân,cẩm lệ,2,9.725329112592343,8.439756909037625,8.248027912736225
32.5,11.0,Đông Nam,1,1,4.5,2.4444444444444446,5,16.0598366,108.2109052, Nguyễn Văn Linh,Thạc Gián,thanh khê,7,3.9605683501065694,0.08103996805638917,0.9281028169724692
3.0,95.0,Đông Bắc,1,1,5.0,19.0,2,15.9872195,108.2136476, Cổ Mân Mai 1,Hòa Xuân,cẩm lệ,2,9.329331001505974,8.019701811718962,7.834556473303453
3.1,4.0,Đông Bắc,0,0,4.0,1.0,3,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,7,5.816508032438447,2.148548751079927,1.5167105211395546
2.85,50.0,Tây Bắc,0,1,5.3,9.433962264150944,2,16.071571,108.2093029, Hải Phòng,Tân Chính,thanh khê,7,4.158460823571589,1.3409808363383553,1.7399107862228058
2.4,60.0,Đông Nam,0,1,4.1,14.634146341463415,2,16.0554131,108.1876616, Trần Xuân Lê,Hòa Khê,thanh khê,7,6.493299841923051,2.6087538712694984,1.6178394636779412
3.4,61.0,Bắc,0,1,6.0,10.166666666666666,4,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,7,4.979930709742107,1.3273677504342547,0.9723773652252987
4.3,90.0,Đông Bắc,1,1,5.0,18.0,2,16.0473008,108.1783578, Bùi Giáng,Hòa An,cẩm lệ,2,7.655310512517947,3.8153666664656742,2.8230797623369885
10.5,100.0,Không,1,1,5.0,20.0,4,16.0754406,108.2318224, Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3,2.0480252617661643,2.776657224259516,3.714769311962832
28.0,110.0,Không,1,1,6.0,17.0,4,16.0604012,108.2170183, Hoàng Diệu,Nam Dương,hải châu,4,3.304327533355402,0.5810390622936686,1.5756969397271998
7.4,90.0,Không,1,1,5.0,18.0,2,16.0522316,108.2404204, An Thượng 24,Mỹ An,ngũ hành sơn,1,1.5949883063973962,3.1874459659710994,4.077481194437008
22.0,5.0,Không,1,1,12.0,21.0,4,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808
14.2,125.0,Không,1,1,5.0,25.0,4,16.0552021,108.209206, Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4,4.240509967391169,0.5584894351342555,0.734545376373614
16.0,10.0,Không,1,1,6.0,17.0,7,16.0372528,108.2443479, Khuê Mỹ Đông,Khuê Mỹ,ngũ hành sơn,1,3.0774488043116586,4.2895598545045415,4.977562375278097
16.4,9.0,Không,1,1,5.0,18.0,8,16.0741045,108.2292708, An Đồn,An Hải Bắc,sơn trà,3,2.205531898508934,2.4720443859090575,3.405311456876169
10.5,84.0,Không,1,1,6.0,14.0,4,16.0327176,108.2293459, Nguyễn Lộ Trạch,Hòa Cường Nam,hải châu,4,4.058209094802376,3.532976894134707,3.937227333857682
10.0,96.0,Không,1,1,4.5,21.0,3,16.0382288,108.243113, Lê Văn Hiến,Mỹ An,ngũ hành sơn,1,2.9882630023788064,4.119306058241901,4.811351079077219
7.98,150.0,Không,1,1,6.8,24.5,4,16.0577595,108.2145929, Hoàng Diệu,Bình Hiên,hải châu,4,3.6135254608335794,0.37976626247621237,1.27769621653997
5.7,61.0,Không,1,1,4.5,13.0,5,16.0465115,108.2443396, Phan Tứ,Mỹ An,ngũ hành sơn,1,2.0625552346426654,3.7895955382904285,4.614104286376329
10.8,110.0,Không,1,1,5.0,22.0,4,16.0389363,108.2382735, Mỹ An,Mỹ An,ngũ hành sơn,1,3.0386919086640685,3.6583456333687185,4.3140932215585295
6.5,100.0,Không,1,1,8.0,12.5,2,16.0509864,108.2092584, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4,4.376549968531205,0.9937343156077775,0.9864826413782092
22.0,90.0,Không,1,1,4.5,20.0,3,16.0544593,108.2456498, An Thượng 27,Mỹ An,ngũ hành sơn,1,1.17201931013222,3.684330789387548,4.60964438173385
6.9,100.0,Không,1,1,4.5,22.5,4,16.0823216,108.2422389, Phước Trường 17,Phước Mỹ,sơn trà,3,2.010873121547547,4.123492620891422,5.064214176195975
12.0,70.0,Không,1,1,5.0,14.0,3,16.0521384,108.2474796, Đỗ Bá,Mỹ An,ngũ hành sơn,1,1.411121737773662,3.924245951483339,4.828178435064609
9.0,118.0,Không,1,1,5.0,24.0,5,16.0215375,108.2271973, Ngô Huy Diễn,Hòa Xuân,cẩm lệ,2,5.268554885050997,4.535753445289174,4.741414732797486
9.2,124.0,Không,1,1,5.0,24.8,2,16.0852466,108.2426141, Trần Duy Chiến,Mân Thái,sơn trà,3,2.313675873595464,4.358353296688584,5.281166601147021
4.0,100.0,Không,1,1,5.0,20.0,2,16.0087367,108.2262104, Thanh Lương 11,Hòa Xuân,cẩm lệ,2,6.620184620896596,5.8474427064131556,5.927083267080873
3.3,50.0,Không,1,0,4.0,12.5,3,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,7,6.109392732361489,2.2618638249502485,1.3710939417820018
3.3,60.0,Không,1,1,10.0,6.0,3,16.0647304,108.1778924, Mẹ Nhu,Thanh Khê Tây,thanh khê,7,7.453225300315879,3.6544441574056483,2.778076769374004
3.3,60.0,Không,1,1,60.0,10.0,3,16.0647304,108.1778924, Mẹ Nhu,Thanh Khê Tây,thanh khê,7,7.453225300315879,3.6544441574056483,2.778076769374004
5.2,90.0,Không,1,0,9.486832980505138,9.486832980505138,3,16.028453,108.2408507, Đa Phước 1,Khuê Mỹ,ngũ hành sơn,1,4.0953157804453,4.6583125511297245,5.179706227736571
6.0,95.0,Không,1,0,5.0,19.0,4,16.0219552,108.2448333, Nguyễn Thế Kỷ,Khuê Mỹ,ngũ hành sơn,1,4.760024356545867,5.479986167917567,5.9656636657313715
9.5,110.0,Đông Bắc,1,1,5.0,22.0,2,16.0698367,108.2367705, Nguyễn Xuân Khoát,An Hải Bắc,sơn trà,3,1.2765561198450799,2.914842584015846,3.9073231654723384
20.5,125.0,Nam,1,1,5.0,25.0,2,16.0521384,108.2474796, Đỗ Bá,Mỹ An,ngũ hành sơn,1,1.411121737773662,3.924245951483339,4.828178435064609
8.5,125.0,Bắc,1,0,5.0,25.0,3,16.0737868,108.185573, Nguyễn Tất Thành,Thanh Khê Đông,thanh khê,7,6.703913970692048,3.197198498722752,2.589735523054996
17.5,138.0,Đông Nam,1,1,6.23,23.0,2,16.048629,108.2433567, Mai Thúc Lân,Mỹ An,ngũ hành sơn,1,1.8545136052748432,3.606758729710618,4.456732819636649
2.85,81.0,Đông Nam,1,1,4.5,18.0,2,16.0784446,108.1671065, Lâm Quang Thự,Hòa Minh,liên chiểu,6,8.736715727550983,5.198557424836991,4.471440439971447
3.6,75.0,Đông Nam,1,1,5.0,15.0,2,16.0901491,108.2407351, Dương Văn An,Mân Thái,sơn trà,3,2.8886411884600895,4.590062129490787,5.465505606059654
3.85,75.0,Đông Bắc,1,1,5.0,15.0,2,16.0752857,108.1776873, Vũ Quỳnh,Thanh Khê Tây,thanh khê,7,7.562952792406229,4.023285872636029,3.337764407866583
2.75,7.0,Đông Bắc,1,1,4.5,16.0,2,16.0828595,108.1605917, Dương Đức Hiền,Hòa Minh,liên chiểu,6,9.514074086369494,6.035119204714847,5.321416671860528
3.4,8.0,Đông Bắc,1,1,5.0,16.5,2,16.0723676,108.1691148, Nguyễn Chích,Hòa Minh,liên chiểu,6,8.432938900380046,4.762482349928247,3.9620865112555057
4.7,85.0,Đông Nam,1,1,5.0,18.0,3,16.0941609,108.2307191, Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,3,3.7059296862349647,4.328675447880873,5.07172769609242
14.5,84.0,Đông Bắc,1,1,4.5,18.5,3,16.0595032,108.2194331, Phan Châu Trinh,Phước Ninh,hải châu,4,3.066888792395223,0.83389697303422,1.8119410994158676
3.1,83.0,Đông Bắc,1,1,5.0,16.5,2,16.0723676,108.1691148, Nguyễn Chích,Hòa Minh,liên chiểu,6,8.432938900380046,4.762482349928247,3.9620865112555057
6.4,11.0,Đông Bắc,1,1,5.0,112.0,4,16.0723072,108.1657415, Phú Xuân 3,Hòa Minh,liên chiểu,6,8.791578927358282,5.106621296924027,4.289236317817542
7.8,100.0,Bắc,1,1,5.0,20.0,1,16.0340309,108.2154818, Tố Hữu,Hòa Cường Nam,hải châu,4,4.841058814599871,2.8663438242426906,2.909345599704624
4.5,85.0,Đông Nam,1,1,5.0,17.0,2,16.0941609,108.2307191, Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,3,3.7059296862349647,4.328675447880873,5.07172769609242
6.8,4.0,Tây,1,1,7.0,6.0,1,16.0517207,108.2401221, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1,1.6599054092668464,3.171826157774691,4.053959031899559
9.1,54.0,Tây Nam,1,1,4.2,13.0,3,16.0500842,108.2170537, Lê Đình Thám,Hòa Thuận Đông,hải châu,4,3.6513084003744862,1.2081348459811625,1.7301866778981936
3.45,75.0,Đông Nam,1,1,5.0,15.0,1,16.0803013,108.167305, Lê Văn Thịnh,Hòa Minh,liên chiểu,6,8.753452646844902,5.264879996077193,4.565079089409037
6.35,125.0,Tây Nam,1,1,5.0,25.0,1,16.0899243,108.2356287, Khúc Hạo,Nại Hiên Đông,sơn trà,3,3.0497341698095113,4.218831609521078,5.053577315996597
3.4,83.0,Đông Bắc,1,1,5.0,16.5,2,16.0723676,108.1691148, Nguyễn Chích,Hòa Minh,liên chiểu,6,8.432938900380046,4.762482349928247,3.9620865112555057
5.89,75.0,Đông Bắc,1,1,5.0,15.0,3,16.0752857,108.1776873, Vũ Quỳnh,Thanh Khê Tây,thanh khê,7,7.562952792406229,4.023285872636029,3.337764407866583
5.6,99.0,Đông Nam,1,1,4.5,22.0,2,16.0785792,108.1608542, Hồ Tùng Mậu,Hòa Minh,liên chiểu,6,9.39884321511939,5.823249419566241,5.059854558965857
3.3,90.0,Tây Nam,1,1,5.0,18.0,2,16.0729992,108.166384, Phú Xuân 5,Hòa Minh,liên chiểu,6,8.730658471664759,5.06231790158307,4.2568301889875295
10.5,75.0,Tây Bắc,1,1,5.0,14.5,5,16.0515372,108.2430561, An Thượng 29,Mỹ An,ngũ hành sơn,1,1.5538599558396737,3.4797608908474156,4.367490997046025
10.5,100.0,Tây Nam,1,1,5.0,20.0,3,16.0551547,108.2319754, Bằng Lăng 1,An Hải Tây,sơn trà,3,1.98429333224363,2.232316133727303,3.144595095951363
2.8,7.0,Đông Bắc,1,1,4.5,16.0,1,16.0825005,108.1603489, Lê Thiệt,Hòa Minh,liên chiểu,6,9.531286737984184,6.041923958396908,5.32242558054408
2.1,50.0,Không,0,1,6.9,7.1,2,16.0138538,108.1958513, Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,2,7.905836607919737,5.343723328342092,4.853666284353989
3.3,69.0,Không,0,1,4.0,18.0,2,16.0658149,108.2389006, Nguyễn Công Trứ,An Hải Đông,sơn trà,3,0.9309766536152075,2.995052110385181,3.9922441187416386
6.2,110.0,Đông,1,1,5.0,22.0,3,16.0063777,108.2078822, Phạm Hùng,Hòa Xuân,cẩm lệ,2,7.742359078689389,5.910516326332974,5.653504684737835
11.5,115.0,Không,1,0,6.4,18.0,2,16.068177,108.2392192, Dương Đình Nghệ,An Hải Bắc,sơn trà,3,0.9626007776598884,3.0974688974354536,4.095001816980483
7.45,100.0,Không,1,0,5.0,20.0,3,16.0411936,108.2423236, Nguyễn Bá Lân,Mỹ An,ngũ hành sơn,1,2.681188725243478,3.867530293974993,4.599303491205073
3.95,83.0,Không,1,1,5.0,16.5,3,16.0742324,108.1751349, Lý Thái Tông,Thanh Khê Tây,thanh khê,7,7.81673709778075,4.2257001290468805,3.4960845325258276
14.2,10.0,Không,1,0,5.0,20.0,2,16.0473422,108.2438982, Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,1,1.9807434396693235,3.711270139423909,4.545491156544046
2.18,45.0,Không,0,1,4.0,9.0,1,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,7,4.979930709742107,1.3273677504342547,0.9723773652252987
4.1,8.0,Không,0,0,5.0,16.5,3,16.0742324,108.1751349, Lý Thái Tông,Thanh Khê Tây,thanh khê,7,7.81673709778075,4.2257001290468805,3.4960845325258276
2.24,45.0,Không,0,0,5.0,9.0,1,16.071571,108.2093029, Hải Phòng,Chính Gián,thanh khê,7,4.158460823571589,1.3409808363383553,1.7399107862228058
3.85,50.0,Không,0,0,4.0,11.5,3,16.0748573,108.2106611, Đinh Tiên Hoàng,Thanh Bình,hải châu,4,4.09807436098415,1.684355024248506,2.1312717960264194
5.2,130.0,Không,0,1,16.0,9.0,2,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,4,3.7946500027329617,1.7279626756960513,2.122527554680222
4.0,61.0,Không,1,1,6.0,10.0,3,16.0538109,108.1773819, Yên Thế,Hòa An,cẩm lệ,2,7.607475790275915,3.722749856074047,2.7315906013613445
2.95,55.0,Không,0,1,5.0,11.0,2,16.0790801,108.2236839, Nguyễn Du,Thạch Thang,hải châu,4,2.9976141627984205,2.5051389226060166,3.3031497560011363
2.3,70.0,Không,1,1,7.0,10.0,2,16.0748573,108.2106611, Đinh Tiên Hoàng,Tam Thuận,thanh khê,7,4.09807436098415,1.684355024248506,2.1312717960264194
4.0,65.0,Không,1,1,6.0,10.0,3,16.0549152,108.1724385, Lê Thạch,Hòa An,cẩm lệ,2,8.11241486104981,4.227701217652402,3.244431311718707
4.0,60.0,Không,1,1,6.0,10.0,2,16.0534817,108.1772408, Bắc Sơn,Hòa An,cẩm lệ,2,7.628327178622951,3.7441083055638633,2.7517839672031226
4.0,61.0,Không,1,1,6.0,10.0,2,16.0580766,108.1764603, Cao Sơn Pháo,Hòa An,cẩm lệ,2,7.643842463512043,3.768617514970002,2.8056523857442
6.3,94.0,Không,1,0,9.695359714832659,9.695359714832659,1,16.0424604,108.2435322, Dương Thị Xuân Quý,Mỹ An,ngũ hành sơn,1,2.518996560901923,3.907712906782407,4.6680187160083255
4.0,43.0,Nam,1,1,6.557438524302,6.557438524302,1,16.0911135,108.2430679, Ngô Quyền,Mân Thái,sơn trà,3,2.9411937676216247,4.839028836901054,5.723332137651914
4.99,90.0,Đông Bắc,1,1,9.486832980505138,9.486832980505138,2,16.0901971,108.2417282, Dã Tượng,Mân Thái,sơn trà,3,2.8688569449998376,4.66661947405639,5.5486399242135755
3.9,44.0,Đông,0,1,6.6332495807108,6.6332495807108,3,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,7,4.979930709742107,1.3273677504342547,0.9723773652252987
7.3,90.0,Bắc,1,1,9.486832980505138,9.486832980505138,3,16.0312252,108.216254, Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,4,5.009252561322011,3.1856777128528413,3.2229556567970405
6.1,16.0,Không,1,0,3.5,14.5,3,16.0243516,108.2508052, Lê Văn Hiến,Khuê Mỹ,ngũ hành sơn,1,4.499479726733887,5.730217054980425,6.306004469233065
6.5,100.0,Không,1,0,5.0,20.0,3,16.0309532,108.2395668, Mỹ Đa Tây 5,Khuê Mỹ,ngũ hành sơn,1,3.85134350127732,4.361774980567333,4.903105107145352
7.2,323.0,Không,1,0,17.97220075561143,17.97220075561143,4,16.0229634,108.2414792, Dương Tử Giang,Khuê Mỹ,ngũ hành sơn,1,4.6848219186049755,5.166289554255949,5.623189765726508
4.0,120.0,Không,1,0,10.954451150103322,10.954451150103322,3,15.9957819,108.2577607, Mai Đăng Chơn,Hòa Hải,ngũ hành sơn,1,7.725148048313361,8.621826647880455,8.999144662536132
5.6,75.0,Không,1,0,8.660254037844387,8.660254037844387,2,16.0518418,108.2390732, An Thượng 22,Mỹ An,ngũ hành sơn,1,1.7051048532891377,3.0603258349950733,3.9409814878998604
6.3,100.0,Không,1,0,10.0,10.0,4,16.0465115,108.2443396, Phan Tứ,Mỹ An,ngũ hành sơn,1,2.0625552346426654,3.7895955382904285,4.614104286376329
6.3,105.0,Không,1,1,5.0,21.0,3,16.0152714,108.2555307, Nguyễn Xiển,Khuê Mỹ,ngũ hành sơn,1,5.556813525018464,6.796586019043402,7.317883502307216
5.4,70.0,Đông,1,1,5.0,14.0,2,16.0614405,108.2329761, Đông Giang,An Hải Tây,sơn trà,3,1.6053198904577066,2.2912601450684433,3.2768233638512316
2.2,30.0,Tây Bắc,0,1,4.0,8.0,3,16.0911135,108.2430679, Ngô Quyền,Mân Thái,sơn trà,3,2.9411937676216247,4.839028836901054,5.723332137651914
6.0,79.0,Nam,1,1,5.0,17.0,3,16.0896605,108.2432801, Trương Định,Mân Thái,sơn trà,3,2.7788578535537343,4.74091237801757,5.636765121861661
3.55,70.0,Tây Nam,1,1,4.5,16.0,2,16.0892175,108.2343565, Tôn Quang Phiệt,Nại Hiên Đông,sơn trà,3,3.039634116995221,4.0743997298412795,4.902754676861375
2.47,54.0,Nam,1,1,4.0,13.0,1,16.0859511,108.2338743, An Hải 11,An Hải Bắc,sơn trà,3,2.7517699729956724,3.7575649364239414,4.610931017849598
3.3,55.0,Bắc,1,1,5.5,10.0,2,16.0529216,108.2359421, An Trung,An Hải Tây,sơn trà,3,1.8156335660845175,2.7052322446288075,3.592365468497144
3.6,75.0,Đông Nam,1,1,5.0,15.0,1,16.086695,108.2447962, Tân Thái,Mân Thái,sơn trà,3,2.4308153052169583,4.640066051143442,5.564259198968629
2.9,60.0,Tây Nam,1,1,4.0,17.0,2,16.0883404,108.236686, Nại Thịnh,An Hải Bắc,sơn trà,3,2.843370040890146,4.153193020036175,5.011136755538074
4.7,60.0,Tây Bắc,1,1,5.0,12.0,3,16.0389469,108.2162899, Bình An 2,Hòa Cường,hải châu,4,4.407966628480898,2.3460684521857655,2.4926416462788485
8.0,95.0,Đông Nam,1,1,5.0,19.0,2,16.1040819,108.2592642, 56 Nguyễn Đăng Giai,Thọ Quang,sơn trà,3,4.514438113376576,7.079449641587613,7.972747109549428
4.18,90.0,Tây Bắc,1,1,5.0,20.0,1,16.1045885,108.2590429, Nguyễn Đăng Tuyển,Thọ Quang,sơn trà,3,4.561880743876992,7.101552512974825,7.9914333171406255
12.8,108.0,Không,1,0,5.0,21.6,7,16.0435195,108.2374131, An Dương Vương,Mỹ An,ngũ hành sơn,1,2.6016998195603445,3.285945807855332,4.015363875524866
4.75,100.0,Không,1,1,5.0,20.0,3,16.0148532,108.2214454, Thanh Lương 21,Hòa Xuân,cẩm lệ,2,6.201766427724864,5.0686853549433595,5.100613523267016
4.7,113.0,Không,0,0,8.0,14.0,2,16.0923181,108.2463922, Vũ Tông Phan,Mân Thái,sơn trà,3,3.037681319051064,5.18459843512988,6.0807739624301504
7.8,10.0,Không,1,1,4.0,18.0,3,16.0799749,108.2159614, Hải Sơn,Thuận Phước,hải châu,4,3.769459193883954,2.2944306030207824,2.8923871877787124
8.8,101.0,Không,0,0,4.2,24.0,4,16.0465115,108.2443396, Phan Tứ,Mỹ An,ngũ hành sơn,1,2.0625552346426654,3.7895955382904285,4.614104286376329
4.6,66.0,Không,1,0,4.5,15.0,2,16.0658028,108.240877, Bùi Hữu Nghĩa,Phước Mỹ,sơn trà,3,0.7209700916994557,3.2010748402507283,4.197628543726057
2.95,53.0,Không,0,0,5.0,10.5,1,16.0790801,108.2236839, Nguyễn Du,Thạch Thang,hải châu,4,2.9976141627984205,2.5051389226060166,3.3031497560011363
37.0,375.0,Không,1,0,15.0,25.0,6,16.0975965,108.2321163, Lý Nhật Quang.,Nại Hiên Đông,sơn trà,3,3.978101469143112,4.7346571327942,5.467636156206193
4.599,7.0,Tây Bắc,1,1,4.5,16.0,3,16.0773657,108.1605649, 505 Hoà Minh 21,Hòa Minh,liên chiểu,6,9.408782596568516,5.805490670405519,5.0262646753480835
4.99,90.0,Đông Bắc,1,1,5.0,18.0,3,16.0768743,108.1613001, 506 Trần Quý Khoách,Hòa Minh,liên chiểu,6,9.323098346554099,5.713151408100895,4.93166523441203
4.599,80.0,Đông Nam,1,1,5.0,16.0,3,16.0704092,108.1702857, 504 Đặng Minh Khiêm,Hòa Minh,liên chiểu,6,8.289531022285525,4.5819963241911355,3.759617852057766
4.95,77.0,Đông Bắc,1,1,4.5,17.0,3,16.0751789,108.1679273, 503 Phú Lộc 1,Hòa Minh,liên chiểu,6,8.59498877658454,4.982443497400573,4.215004192479677
4.5,7.0,Đông Bắc,1,1,4.5,16.0,3,16.0828595,108.1605917, 500 Dương Đức Hiền,Hòa Minh,liên chiểu,6,9.514074086369494,6.035119204714847,5.321416671860528
7.8,55.0,Đông Nam,1,1,5.0,11.0,4,16.0596622,108.2121322, 502 Đỗ Quang,Vĩnh Trung,thanh khê,7,3.833504767302232,0.052489009471549136,1.0484830818026558
5.8,75.0,Tây Nam,1,1,5.0,15.0,3,16.0723676,108.1691148, 72 Nguyễn Chích,Hòa Minh,liên chiểu,6,8.432938900380046,4.762482349928247,3.9620865112555057
1.89,50.0,Không,0,1,5.0,10.0,2,16.0698397,108.2115701, Lê Duẩn,Tân Chính,thanh khê,7,3.88841536044275,1.1258653402444132,1.690805522306393
2.45,50.0,Không,0,1,5.0,10.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378
19.5,140.0,Đông Nam,1,1,7.0,20.0,3,16.0420993,108.2115539, Lương Nhữ Hộc,Hòa Cường Bắc,hải châu,4,4.603887396320422,1.9439156731971037,1.9244356910985383
4.45,55.0,Không,0,0,4.5,12.222222222222221,3,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4,4.066315876444203,2.5832374518382917,2.8948143390259196
23.0,125.0,Đông,1,1,7.3,17.0,2,16.056838,108.236577, Phạm Cự Lượng,An Hải Đông,sơn trà,3,1.4738420346724301,2.686449500793481,3.6289190743495356
12.0,90.0,Bắc,1,0,4.5,20.0,4,16.0532536,108.2460323, An Thượng 28,Mỹ An,ngũ hành sơn,1,1.2978770393830625,3.7477291665553114,4.661156662901204
6.2,60.0,Đông,1,0,4.0,15.0,1,16.0499833,108.2411194, An Thượng 17,Mỹ An,ngũ hành sơn,1,1.7872901527862295,3.33128021702468,4.191947464931499
13.5,105.0,Tây,1,0,5.05,20.792079207920793,3,16.0421168,108.2426536, Mỹ Đa Đông 1,Mỹ An,ngũ hành sơn,1,2.573944267313355,3.844950342309498,4.593757767946681
13.5,115.0,Tây,1,0,5.0,23.0,4,16.0517207,108.2401221, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1,1.6599054092668464,3.171826157774691,4.053959031899559
5.3,85.0,Đông,1,0,3.95,21.51898734177215,3,16.0597301,108.2380867, Lê Hữu Trác,An Hải Đông,sơn trà,3,1.1623612636964813,2.8296940641110613,3.800378224485008
12.0,114.0,Tây,1,0,5.0,22.8,2,16.0517207,108.2401221, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1,1.6599054092668464,3.171826157774691,4.053959031899559
6.0,70.0,Tây,1,0,6.0,11.666666666666666,4,16.0411852,108.2413304, Hoài Thanh,Mỹ An,ngũ hành sơn,1,2.7062495765899257,3.7782287230641276,4.501791899945291
7.5,74.0,Đông Nam,1,0,4.5,16.444444444444443,3,16.0532693,108.2386194, Ung Văn Khiêm,Mỹ An,ngũ hành sơn,1,1.6020548883354264,2.9722456908119765,3.8719827453571645
7.2,110.0,Đông,1,0,5.0,22.0,3,16.0257227,108.2439839, Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,1,4.350993912242096,5.107529359014842,5.629998508433773
11.0,74.0,Tây,1,0,5.0,14.8,4,16.0692912,108.2397534, Chính Hữu,An Hải Bắc,sơn trà,3,0.965852763330975,3.1909745673240244,4.1873169973771
7.98,6.0,Tây Nam,1,0,5.0,1.2,4,16.0512309,108.2443867, An Thượng 38,Mỹ An,ngũ hành sơn,1,1.5489294194260121,3.6260687754731418,4.5132904749324485
8.3,68.0,Tây,1,0,4.5,15.11111111111111,2,16.0478297,108.2457231, An Thượng 5,Mỹ An,ngũ hành sơn,1,1.8979786956558702,3.8749758413972715,4.723109631885009
13.5,8.0,Tây,1,0,4.5,1.7777777777777777,4,16.0472302,108.2464593, Lê Quang Đạo,Mỹ An,ngũ hành sơn,1,1.9577131219097021,3.971707012509851,4.81478997501066
4.45,51.0,Không,1,0,4.3,11.86046511627907,1,16.0484714,108.2406022, An Thượng 18,Mỹ An,ngũ hành sơn,1,1.9630535990868954,3.3373555285957996,4.1732494333813115
7.5,67.0,Bắc,1,0,4.5,14.88888888888889,2,16.0478454,108.244212, An Thượng 8,Mỹ An,ngũ hành sơn,1,1.919656757746591,3.722586621494116,4.56511533525568
5.3,85.0,Đông Nam,1,0,5.0,17.0,3,16.0313847,108.2392286, Mỹ Đa Tây,Khuê Mỹ,ngũ hành sơn,1,3.813085055911822,4.302200197194383,4.845680046290231
8.2,90.0,Không,1,0,4.5,20.0,3,16.0518418,108.2390732, An Thượng 22,Mỹ An,ngũ hành sơn,1,1.7051048532891377,3.0603258349950733,3.9409814878998604
20.5,123.0,Bắc,1,0,5.2,23.653846153846153,2,16.0578969,108.2434351, Nguyễn Văn Thoại,Phước Mỹ,sơn trà,3,0.8902881268147573,3.4076197650363413,4.363156585853074
5.6,70.0,Tây,1,0,6.0,11.666666666666666,4,16.0411852,108.2413304, Hoài Thanh,Mỹ An,ngũ hành sơn,1,2.7062495765899257,3.7782287230641276,4.501791899945291
7.5,70.0,Đông Bắc,1,0,5.0,14.0,3,16.0697211,108.2323275, An Nhơn 7,An Hải Bắc,sơn trà,3,1.7141314202809266,2.4773351655341607,3.462352083890061
6.7,78.0,Tây,1,0,5.0,15.6,1,16.0744881,108.240229, Dương Trí Trạch,An Hải Bắc,sơn trà,3,1.3196323962359588,3.470825739146003,4.450521527536584
7.5,100.0,Không,1,0,6.5,15.0,1,16.0513906,108.2415949, Trần Khánh Dư,Mỹ An,ngũ hành sơn,1,1.6240245937154965,3.3333862288302645,4.215275082677067
3.7,39.0,Không,0,0,3.75,10.4,1,16.0469962,108.2426191, An Thượng 12,Mỹ An,ngũ hành sơn,1,2.0491874662242933,3.5990712190882346,4.422396956984851
4.5,60.0,Tây Nam,0,0,7.745966692414834,7.745966692414834,2,16.0437371,108.2449631, Chế Lan Viên,Mỹ An,ngũ hành sơn,1,2.357076822637108,3.9775115850366483,4.765652501795589
