Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport,Prices_normalized,prices_capped,log_prices,Area_capped,log_Area,floors_capped,width_capped,log_width,length_capped,log_length
7.3,66.0,Không,1,0,4.1,16.0,3,16.066751,108.2418371, Phước Mỹ 3,Phước Mỹ,sơn trà,3,0.6448893017958006,3.3247017190452794,4.322154753588128,0.020063694267515923,7.3,1.9878743481543455,66.0,4.189654742026425,3,4.1,1.410986973710262,16.0,2.772588722239781
6.5,68.0,Không,1,0,5.0,13.5,3,16.0482538,108.2223433, Tống Phước Phổ,Hòa Cường Bắc,hải châu,4,3.265485097425974,1.7047286767759406,2.327590026306745,0.01751592356687898,6.5,1.8718021769015913,68.0,4.219507705176107,3,5.0,1.6094379124341003,13.5,2.6026896854443837
16.5,125.0,Không,1,0,5.0,25.0,4,16.0407896,108.2111494, Nguyễn Hữu Thọ,Hòa Cường Bắc,hải châu,4,4.72051048174597,2.0894873395519493,2.0319746507239835,0.04936305732484077,16.5,2.803360380906535,125.0,4.8283137373023015,4,5.0,1.6094379124341003,25.0,3.2188758248682006
14.2,125.0,Không,1,0,5.0,24.0,4,16.0577109,108.2071212, Nguyễn Tri Phương,Thạc Gián,thanh khê,7,4.398151517273825,0.5298745855721378,0.4799047847964753,0.04203821656050955,14.2,2.653241964607215,125.0,4.8283137373023015,4,5.0,1.6094379124341003,24.0,3.1780538303479458
3.995,70.0,Không,1,0,5.0,14.0,2,16.0732069,108.1728305, Dương Bích Liên,Hòa Minh,liên chiểu,6,8.047455678927445,4.41483061291276,3.649883980986675,0.009538216560509554,3.995,1.385043579218238,70.0,4.248495242049359,2,5.0,1.6094379124341003,14.0,2.6390573296152584
16.0,100.0,Không,1,0,5.0,20.0,5,16.0376383,108.2228608, Phan Đăng Lưu,Hòa Cường Bắc,hải châu,4,4.009143855461245,2.717152216121649,3.060147884876638,0.04777070063694268,16.0,2.772588722239781,100.0,4.605170185988092,5,5.0,1.6094379124341003,20.0,2.995732273553991
100.0,450.0,Không,1,0,15.0,30.0,14,16.0524115,108.2090289, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4,4.346895782169306,0.8500454561579067,0.8639978075900642,0.31528662420382164,43.0618972051879,4.605170185988092,276.2692297258002,6.1092475827643655,8,15.0,2.70805020110221,30.0,3.4011973816621555
9.0,11.0,Không,1,0,5.0,22.0,3,16.0327176,108.2293459, Nguyễn Lộ Trạch,Hòa Cường Nam,hải châu,4,4.058209094802376,3.532976894134707,3.937227333857682,0.025477707006369428,9.0,2.1972245773362196,11.0,2.3978952727983707,3,5.0,1.6094379124341003,22.0,3.091042453358316
13.0,90.0,Không,1,0,4.5,20.0,6,16.072439,108.1962625, Nguyễn Tất Thành,Xuân Hà,thanh khê,7,5.550718722118796,2.1692806174809904,1.818411033811475,0.03821656050955414,13.0,2.5649493574615367,90.0,4.499809670330265,6,4.5,1.5040773967762742,20.0,2.995732273553991
12.0,135.0,Không,1,0,5.37,25.0,2,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4,4.066315876444203,2.583237451838292,2.89481433902592,0.03503184713375796,12.0,2.4849066497880004,135.0,4.90527477843843,2,5.37,1.6808279085207734,25.0,3.2188758248682006
5.8,63.0,Không,0,0,4.2,15.0,4,16.0602491,108.2136695, Nguyễn Văn Linh,Vĩnh Trung,thanh khê,7,3.6613011326956393,0.2263800987938418,1.2243334529593215,0.015286624203821656,5.8,1.7578579175523736,63.0,4.143134726391533,4,4.2,1.4350845252893227,15.0,2.70805020110221
9.8,105.0,Không,0,1,10.246950765959598,10.246950765959598,5,16.078156,108.2150772, Lý Tự Trọng,Thanh Bình,hải châu,4,3.771723411774994,2.0788740580823646,2.670660212424873,0.02802547770700637,9.8,2.2823823856765264,105.0,4.653960350157523,5,10.246950765959598,2.3269801750787615,10.246950765959598,2.3269801750787615
4.09,55.0,Không,0,1,5.0,11.0,1,16.0596195,108.2093288, Nguyễn Văn Linh,Thạc Gián,thanh khê,7,4.13094936696028,0.2475364908161718,0.7609430218852311,0.009840764331210191,4.09,1.4085449700547104,55.0,4.007333185232471,1,5.0,1.6094379124341003,11.0,2.3978952727983707
4.5,55.0,Không,0,0,5.0,11.0,2,16.0554131,108.1876616, Trần Xuân Lê,An Khê,thanh khê,7,6.493299841923051,2.6087538712694984,1.6178394636779412,0.011146496815286623,4.5,1.5040773967762742,55.0,4.007333185232471,2,5.0,1.6094379124341003,11.0,2.3978952727983707
5.3,125.0,Không,0,0,7.8,16.0,1,16.0196547,108.2034422, Ông Ích Đường,Khuê Trung,cẩm lệ,2,6.880027276664343,4.513698798212869,4.157485356279752,0.013694267515923566,5.3,1.667706820558076,125.0,4.8283137373023015,1,7.8,2.0541237336955462,16.0,2.772588722239781
8.3,8.0,Không,0,0,4.5,18.4,3,16.0648993,108.2240258, Thái Phiên,Phước Ninh,hải châu,4,2.516938226816495,1.4461440412470303,2.438565416272937,0.023248407643312104,8.3,2.1162555148025524,8.0,2.0794415416798357,3,4.5,1.5040773967762742,18.4,2.91235066461494
6.5,106.0,Không,0,0,7.0,15.0,1,16.0522316,108.2404204, An Thượng 24,Mỹ An,ngũ hành sơn,1,1.5949883063973962,3.1874459659710994,4.077481194437008,0.01751592356687898,6.5,1.8718021769015913,106.0,4.663439094112067,1,7.0,1.9459101490553132,15.0,2.70805020110221
7.1,143.0,Không,0,0,8.0,18.0,2,16.0757672,108.2135372, Ông Ích Khiêm,Thanh Bình,hải châu,4,3.8330059149601023,1.7932792754357365,2.3594096584607738,0.019426751592356687,7.1,1.9600947840472698,143.0,4.962844630259907,2,8.0,2.0794415416798357,18.0,2.8903717578961645
7.2,68.0,Không,1,1,4.5,15.3,4,16.078156,108.2150772, Lý Tự Trọng,Thanh Bình,hải châu,4,3.771723411774994,2.0788740580823646,2.670660212424873,0.019745222929936305,7.2,1.9740810260220096,68.0,4.219507705176107,4,4.5,1.5040773967762742,15.3,2.72785282839839
16.0,170.0,Không,1,0,6.0,20.0,2,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4,4.274552178367,2.1335238989701337,2.316772417097155,0.04777070063694268,16.0,2.772588722239781,170.0,5.135798437050262,2,6.0,1.791759469228055,20.0,2.995732273553991
24.45,123.0,Không,1,0,7.1,18.0,2,16.0493796,108.2207225, Núi Thành,Hòa Thuận Đông,hải châu,4,3.3445135163991093,1.4966070293743554,2.117951390785364,0.07468152866242038,24.45,3.196630215920881,123.0,4.812184355372417,2,7.1,1.9600947840472698,18.0,2.8903717578961645
3.45,56.0,Không,1,0,4.0,14.0,2,16.0311397,108.2273853, Hóa Sơn 2,Hòa Cường Nam,hải châu,4,4.313258881985078,3.5781123240472743,3.914724933327211,0.007802547770700638,3.45,1.2383742310432684,56.0,4.02535169073515,2,4.0,1.3862943611198906,14.0,2.6390573296152584
23.5,155.0,Không,1,1,6.0,24.0,1,16.062005,108.2217525, Cô Giang,Phước Ninh,hải châu,4,2.778604223800476,1.1124147320007802,2.109965120504508,0.07165605095541401,23.5,3.1570004211501135,155.0,5.043425116919247,1,6.0,1.791759469228055,24.0,3.1780538303479458
15.7,80.0,Không,1,1,5.0,16.0,3,16.0486433,108.2485294, An Thượng 1,Mỹ An,ngũ hành sơn,1,1.8009277618289568,4.131352317892098,4.998604841736438,0.04681528662420382,15.7,2.7536607123542622,80.0,4.382026634673881,3,5.0,1.6094379124341003,16.0,2.772588722239781
14.7,95.0,Không,1,0,7.5,12.7,4,16.0792623,108.2219154, Đặng Tử Kính,Thạch Thang,hải châu,4,3.170417514982586,2.431241854470928,3.19271817031909,0.04363057324840764,14.7,2.6878474937846906,95.0,4.553876891600541,4,7.5,2.0149030205422647,12.7,2.5416019934645457
17.0,121.0,Không,1,0,5.0,24.2,3,16.0756928,108.2429073, Hồ Nghinh,Phước Mỹ,sơn trà,3,1.2944613220717778,3.786414242544354,4.766565448596511,0.050955414012738856,17.0,2.833213344056216,121.0,4.795790545596741,3,5.0,1.6094379124341003,24.2,3.186352633162641
6.1,34.0,Không,1,0,9.0,286.0,2,16.0137464,108.2044932, Bình Thái 1,Hòa Thọ Đông,cẩm lệ,2,7.297900694485221,5.138657187986884,4.814435111087388,0.01624203821656051,6.1,1.8082887711792655,34.0,3.5263605246161616,2,9.0,2.1972245773362196,96.85790292073943,5.655991810819852
7.65,90.0,Không,1,0,4.5,20.0,1,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4,4.274552178367,2.1335238989701337,2.316772417097155,0.021178343949044588,7.65,2.0347056478384444,90.0,4.499809670330265,1,4.5,1.5040773967762742,20.0,2.995732273553991
31.0,78.0,Không,1,1,10.0,29.0,3,16.0577109,108.2071212, Nguyễn Tri Phương,Thạc Gián,thanh khê,7,4.398151517273825,0.5298745855721378,0.4799047847964753,0.09554140127388536,31.0,3.4339872044851463,78.0,4.356708826689592,3,10.0,2.302585092994046,29.0,3.367295829986474
31.0,78.0,Không,1,0,9.6,29.0,3,16.0577109,108.2071212, Nguyễn Tri Phương,Thạc Gián,thanh khê,7,4.398151517273825,0.5298745855721378,0.4799047847964753,0.09554140127388536,31.0,3.4339872044851463,78.0,4.356708826689592,3,9.6,2.2617630984737906,29.0,3.367295829986474
24.0,190.0,Không,1,0,10.0,19.0,2,16.0320034,108.2149433, Xô Viết Nghệ Tĩnh,Hòa Cường Nam,hải châu,4,5.041569091408144,3.081417486238519,3.0840291537183595,0.0732484076433121,24.0,3.1780538303479458,190.0,5.247024072160486,2,10.0,2.302585092994046,19.0,2.9444389791664403
8.0,100.0,Không,1,0,5.0,20.0,4,16.0211542,108.2065983, Hà Tông Quyền,Khuê Trung,cẩm lệ,2,6.528920245396716,4.295695938128101,4.0128531176394535,0.022292993630573247,8.0,2.0794415416798357,100.0,4.605170185988092,4,5.0,1.6094379124341003,20.0,2.995732273553991
6.8,81.0,Không,1,0,4.5,18.0,3,16.0379106,108.2149809, Nguyễn Phẩm,Hòa Cường Bắc,hải châu,4,4.588953251242313,2.433784662982104,2.510240200227813,0.018471337579617834,6.8,1.916922612182061,81.0,4.394449154672439,3,4.5,1.5040773967762742,18.0,2.8903717578961645
14.5,106.0,Không,1,0,6.2,17.0,3,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4,4.066315876444203,2.583237451838292,2.89481433902592,0.042993630573248405,14.5,2.6741486494265287,106.0,4.663439094112067,3,6.2,1.824549292051046,17.0,2.833213344056216
13.0,90.0,Không,1,0,5.0,18.0,3,16.0500842,108.2170537, Lê Đình Thám,Hòa Thuận Đông,hải châu,4,3.6513084003744862,1.2081348459811625,1.7301866778981936,0.03821656050955414,13.0,2.5649493574615367,90.0,4.499809670330265,3,5.0,1.6094379124341003,18.0,2.8903717578961645
10.5,174.0,Không,1,0,9.5,20.0,3,16.0780214,108.1466968, Phạm Văn Tráng,Hòa Khánh Bắc,liên chiểu,6,10.88816723123961,7.239734826625399,6.415809160926546,0.030254777070063694,10.5,2.3513752571634776,174.0,5.159055299214529,3,9.5,2.2512917986064953,20.0,2.995732273553991
9.5,9.0,Không,1,0,11.0,19.0,1,16.0608503,108.1882335, Cù Chính Lan,Hòa Khê,thanh khê,7,6.36249508351294,2.508154722107072,1.5957250726212269,0.027070063694267517,9.5,2.2512917986064953,9.0,2.1972245773362196,1,11.0,2.3978952727983707,19.0,2.9444389791664403
22.3,55.0,Không,1,0,12.75,20.0,4,16.0418324,108.2478355, Trần Văn Dư,Mỹ An,ngũ hành sơn,1,2.551740469057354,4.34678982241341,5.124626319899286,0.0678343949044586,22.3,3.104586678466073,55.0,4.007333185232471,4,12.75,2.545531271604435,20.0,2.995732273553991
11.0,198.0,Không,1,0,11.0,19.0,3,16.0172054,108.2084021, Phan Văn Trị,Khuê Trung,cẩm lệ,2,6.737453259158979,4.711399097584559,4.470048515679327,0.03184713375796178,11.0,2.3978952727983707,198.0,5.288267030694535,3,11.0,2.3978952727983707,19.0,2.9444389791664403
13.0,84.0,Không,1,0,4.5,19.0,3,16.0572971,108.2189031, Phan Châu Trinh,Phước Ninh,hải châu,4,3.178206343347473,0.8200167881529893,1.7375190636934414,0.03821656050955414,13.0,2.5649493574615367,84.0,4.430816798843313,3,4.5,1.5040773967762742,19.0,2.9444389791664403
22.1,7.0,Không,1,0,9.0,23.0,2,16.0490814,108.2194306, Duy Tân,Hòa Thuận Đông,hải châu,4,3.480357239690016,1.4375325654049007,2.0072219405627982,0.06719745222929936,22.1,3.095577608523707,7.0,1.9459101490553132,2,9.0,2.1972245773362196,23.0,3.1354942159291497
4.9,68.0,Không,1,1,4.5,15.0,2,16.0789946,108.2149183, Hải Hồ,Thanh Bình,hải châu,4,3.824309318250638,2.167457805734444,2.7433922900828707,0.012420382165605096,4.9,1.589235205116581,68.0,4.219507705176107,2,4.5,1.5040773967762742,15.0,2.70805020110221
6.2,90.0,Không,1,0,5.0,18.0,3,16.0585706,108.2054324, Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,4,4.5604363210459615,0.6753726808198405,0.3317920992642868,0.016560509554140127,6.2,1.824549292051046,90.0,4.499809670330265,3,5.0,1.6094379124341003,18.0,2.8903717578961645
5.3,100.0,Không,1,0,5.0,20.0,1,16.0507294,108.1792194, Nguyễn Đình Tứ,Hòa An,cẩm lệ,2,7.477510679119202,3.607527805824854,2.6095606978485524,0.013694267515923566,5.3,1.667706820558076,100.0,4.605170185988092,1,5.0,1.6094379124341003,20.0,2.995732273553991
13.7,31.0,Không,1,0,8.5,27.0,1,16.0418324,108.2478355, Trần Văn Dư,Mỹ An,ngũ hành sơn,1,2.551740469057354,4.34678982241341,5.124626319899286,0.04044585987261146,13.7,2.617395832834079,31.0,3.4339872044851463,1,8.5,2.1400661634962708,27.0,3.295836866004329
5.9,87.0,Không,1,0,3.8,17.0,2,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,7,5.816508032438447,2.148548751079927,1.5167105211395546,0.015605095541401276,5.9,1.7749523509116738,87.0,4.465908118654584,2,3.8,1.33500106673234,17.0,2.833213344056216
14.0,98.0,Không,1,0,5.1,17.0,3,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,4,3.280930062097949,2.126937362188647,2.8679327567243256,0.041401273885350316,14.0,2.6390573296152584,98.0,4.584967478670572,3,5.1,1.62924053973028,17.0,2.833213344056216
11.0,76.0,Không,1,0,7.0,11.0,3,16.0810631,108.217488, Lương Ngọc Quyến,Thuận Phước,hải châu,4,3.680746407541048,2.4490498089336112,3.078691608961818,0.03184713375796178,11.0,2.3978952727983707,76.0,4.330733340286331,3,7.0,1.9459101490553132,11.0,2.3978952727983707
5.3,8.0,Không,1,0,5.0,16.5,3,16.0378612,108.2145629, Ngô Thị Liễu,Hòa Cường Bắc,hải châu,4,4.626545701464605,2.4330419184745744,2.4917462112960544,0.013694267515923566,5.3,1.667706820558076,8.0,2.0794415416798357,3,5.0,1.6094379124341003,16.5,2.803360380906535
55.0,700.0,Không,1,0,15.0,46.0,1,16.0579948,108.2437589, Tô Hiến Thành,Phước Mỹ,sơn trà,3,0.8640965818913763,3.4416108154783465,4.397996770568794,0.17197452229299362,43.0618972051879,4.007333185232471,276.2692297258002,6.551080335043404,1,15.0,2.70805020110221,46.0,3.828641396489095
7.2,126.0,Không,1,0,5.0,25.0,3,16.0943145,108.2295944, Hồ Sĩ Tân,Nại Hiên Đông,sơn trà,3,3.7804953192579465,4.288439754330349,5.015352797795058,0.019745222929936305,7.2,1.9740810260220096,126.0,4.836281906951478,3,5.0,1.6094379124341003,25.0,3.2188758248682006
7.0,50.0,Không,1,0,4.0,13.0,3,16.0631819,108.1848702, Huỳnh Ngọc Huệ,An Khê,thanh khê,7,6.709270586723101,2.890895199502064,2.01527528262713,0.01910828025477707,7.0,1.9459101490553132,50.0,3.912023005428146,3,4.0,1.3862943611198906,13.0,2.5649493574615367
69.0,404.0,Không,1,0,20.0,20.0,2,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,7,4.904825881595817,1.25131956440354,0.938080530690646,0.21656050955414013,43.0618972051879,4.23410650459726,276.2692297258002,6.0014148779611505,2,20.0,2.995732273553991,20.0,2.995732273553991
14.0,77.0,Không,1,0,4.26,18.2,4,16.0572971,108.2189031, Phan Châu Trinh,Phước Ninh,hải châu,4,3.178206343347473,0.8200167881529893,1.7375190636934414,0.041401273885350316,14.0,2.6390573296152584,77.0,4.343805421853684,4,4.26,1.449269160281279,18.2,2.9014215940827497
15.0,118.0,Không,1,0,6.0,16.0,1,16.0784291,108.2194114, Lê Lợi,Thạch Thang,hải châu,4,3.3627667252479254,2.236583708847542,2.953000530041072,0.044585987261146494,15.0,2.70805020110221,118.0,4.770684624465665,1,6.0,1.791759469228055,16.0,2.772588722239781
6.5,74.0,Không,1,0,5.86,15.0,4,16.0834178,108.2180009, Ngô Chi Lan,Thuận Phước,hải châu,4,3.768069609815434,2.7150264062480303,3.33143385726721,0.01751592356687898,6.5,1.8718021769015913,74.0,4.30406509320417,4,5.86,1.7681496035889213,15.0,2.70805020110221
6.5,125.0,Không,1,0,5.0,25.0,2,16.0899243,108.2356287, Khúc Hạo,Nại Hiên Đông,sơn trà,3,3.0497341698095117,4.218831609521078,5.053577315996597,0.01751592356687898,6.5,1.8718021769015913,125.0,4.8283137373023015,2,5.0,1.6094379124341003,25.0,3.2188758248682006
12.0,69.0,Không,1,0,4.0,18.0,1,16.0679602,108.2175171, Hùng Vương,Hải Châu II,hải châu,4,3.2312515821180057,1.112513799414772,1.9845936689204056,0.03503184713375796,12.0,2.4849066497880004,69.0,4.23410650459726,1,4.0,1.3862943611198906,18.0,2.8903717578961645
17.0,170.0,Không,1,0,5.0,34.0,5,16.0245072,108.2091787, Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,2,6.068675813813078,3.89953512871535,3.686178641284242,0.050955414012738856,17.0,2.833213344056216,170.0,5.135798437050262,5,5.0,1.6094379124341003,34.0,3.5263605246161616
8.9,9.0,Không,1,0,4.5,20.0,1,16.0353736,108.2143518, Huỳnh Tấn Phát,Hòa Cường Bắc,hải châu,4,4.82571608044144,2.703751123259102,2.721549913201162,0.02515923566878981,8.9,2.186051276738094,9.0,2.1972245773362196,1,4.5,1.5040773967762742,20.0,2.995732273553991
7.45,70.0,Không,1,0,5.0,14.0,3,16.0449981,108.2167919, Nguyễn Sơn Hà,Hòa Cường Bắc,hải châu,4,3.959417285308429,1.7141235280933038,2.0281595984873984,0.02054140127388535,7.45,2.0082140323914683,70.0,4.248495242049359,3,5.0,1.6094379124341003,14.0,2.6390573296152584
17.0,77.0,Không,1,0,15.0,18.0,1,16.0356237,108.2104035, Lý Nhân Tông,Khuê Trung,cẩm lệ,2,5.127151981943601,2.663774177670541,2.528947566180554,0.050955414012738856,17.0,2.833213344056216,77.0,4.343805421853684,1,15.0,2.70805020110221,18.0,2.8903717578961645
14.5,10.0,Không,1,0,6.0,17.0,6,16.0364519,108.246453, Khuê Mỹ Đông 15,Khuê Mỹ,ngũ hành sơn,1,3.149140248448588,4.52497282112385,5.218808711059363,0.042993630573248405,14.5,2.6741486494265287,10.0,2.302585092994046,6,6.0,1.791759469228055,17.0,2.833213344056216
39.0,180.0,Không,1,0,9.0,20.0,10,16.0555583,108.2458319, An Thượng 26,Mỹ An,ngũ hành sơn,1,1.0488698820230016,3.686606765375783,4.622649331913182,0.12101910828025478,39.0,3.6635616461296463,180.0,5.19295685089021,8,9.0,2.1972245773362196,20.0,2.995732273553991
10.0,105.0,Không,1,0,5.0,25.0,3,16.0421634,108.2109722, Đuờng Vũ Hữu,Hòa Cường Bắc,hải châu,4,4.652248316245228,1.9381241680788883,1.888182653617646,0.028662420382165606,10.0,2.302585092994046,105.0,4.653960350157523,3,5.0,1.6094379124341003,25.0,3.2188758248682006
10.0,105.0,Không,1,1,5.0,21.0,3,16.0421634,108.2109722, Đuờng Vũ Hữu,Hòa Cường Bắc,hải châu,4,4.652248316245228,1.9381241680788883,1.888182653617646,0.028662420382165606,10.0,2.302585092994046,105.0,4.653960350157523,3,5.0,1.6094379124341003,21.0,3.044522437723423
9.0,70.0,Không,1,0,5.0,14.0,3,16.0253941,108.2219221, Lê Thanh Nghị,Hòa Cường Nam,hải châu,4,5.15968931167554,3.948814826453508,4.080164080824873,0.025477707006369428,9.0,2.1972245773362196,70.0,4.248495242049359,3,5.0,1.6094379124341003,14.0,2.6390573296152584
30.0,125.0,Không,1,0,5.0,25.0,6,16.0728578,108.2314403, Phạm Văn Đồng,An Hải Bắc,sơn trà,3,1.935980386261936,2.5727102848008987,3.532021832124128,0.09235668789808917,30.0,3.4011973816621555,125.0,4.8283137373023015,6,5.0,1.6094379124341003,25.0,3.2188758248682006
6.0,75.0,Không,1,0,5.0,15.0,2,16.0753885,108.2405825, Trần Thanh Mại,An Hải Bắc,sơn trà,3,1.3802865231515462,3.551928548907985,4.528059934009785,0.01592356687898089,6.0,1.791759469228055,75.0,4.31748811353631,2,5.0,1.6094379124341003,15.0,2.70805020110221
18.0,90.0,Không,1,0,5.0,18.0,2,16.0484004,108.2475511, An Thượng 2,Mỹ An,ngũ hành sơn,1,1.8247465342723463,4.039669643640456,4.901147063214384,0.054140127388535034,18.0,2.8903717578961645,90.0,4.499809670330265,2,5.0,1.6094379124341003,18.0,2.8903717578961645
22.0,144.0,Không,1,0,9.0,16.0,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808,0.06687898089171974,22.0,3.091042453358316,144.0,4.969813299576001,2,9.0,2.1972245773362196,16.0,2.772588722239781
20.5,8.0,Không,1,0,12.0,18.0,2,16.0456361,108.2469406, Mỹ Đa Đông 12,Mỹ An,ngũ hành sơn,1,2.1316348375627765,4.083821479355205,4.9080305941606985,0.06210191082802548,20.5,3.0204248861443626,8.0,2.0794415416798357,2,12.0,2.4849066497880004,18.0,2.8903717578961645
15.0,10.0,Không,1,0,5.0,20.5,2,16.0483631,108.2476662, Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,1,1.8289173674794288,4.0526589639019885,4.914039350201195,0.044585987261146494,15.0,2.70805020110221,10.0,2.302585092994046,2,5.0,1.6094379124341003,20.5,3.0204248861443626
79.0,169.0,Không,1,0,6.7,24.0,2,16.0693686,108.2250334, Bạch Đằng,Hải Châu I,hải châu,4,2.459543293465843,1.7905561800065912,2.745247382688979,0.2484076433121019,43.0618972051879,4.3694478524670215,169.0,5.1298987149230735,2,6.7,1.9021075263969205,24.0,3.1780538303479458
9.5,50.0,Không,1,0,4.5,11.0,5,16.0524115,108.2090289, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4,4.346895782169306,0.8500454561579067,0.8639978075900642,0.027070063694267517,9.5,2.2512917986064953,50.0,3.912023005428146,5,4.5,1.5040773967762742,11.0,2.3978952727983707
17.0,97.0,Không,1,0,4.0,24.0,3,16.0655695,108.2235849, Trần Phú,Phước Ninh,hải châu,4,2.56521165124785,1.4352441558965667,2.4217233289158098,0.050955414012738856,17.0,2.833213344056216,97.0,4.574710978503383,3,4.0,1.3862943611198906,24.0,3.1780538303479458
15.0,86.85547250981791,Không,1,0,10.0,20.0,3,16.0278331,108.2456894, Trần Hoành,Khuê Mỹ,ngũ hành sơn,1,4.10552862853,5.067891080145078,5.636546127978336,0.044585987261146494,15.0,2.70805020110221,86.85547250981791,4.464245501753445,3,10.0,2.302585092994046,20.0,2.995732273553991
9.0,14.0,Không,1,0,5.93,23.0,1,16.0572491,108.2429078, Nguyễn Duy Hiệu,An Hải Đông,sơn trà,3,0.9805890016436823,3.356247217313551,4.306093963796193,0.025477707006369428,9.0,2.1972245773362196,14.0,2.6390573296152584,1,5.93,1.780024213009634,23.0,3.1354942159291497
