price,area,road_width,floors,bedroom,garage,latitude,longitude,District,distance_to_beach,distance_to_center,distance_to_airport
6.65,104.0,11.0,3.0,3.0,0,16.1029578,108.2519877,5,3.6735525772415722,5.532086844913486,7.4329865932463575
3.85,90.0,55.0,3.0,4.0,0,16.0162967,108.1939097,2,8.176567372875294,5.901171636800519,4.319004526894908
3.5,70.0,55.0,2.0,2.0,0,16.0083859,108.1948319,2,8.774045923294697,6.621054360212758,5.1484103839215445
4.6,100.0,55.0,2.0,3.0,0,16.0121963,108.2071897,2,7.656484757625791,5.740412485605276,4.631938539787013
3.4,90.0,55.0,1.0,2.0,0,16.0500357,108.1726781,2,8.170160047201238,5.485563829911695,3.4281805102703635
4.75,56.0,35.0,2.0,3.0,0,16.065748,108.2319203,5,1.5984809511416809,1.0983603925303598,3.2148080270658403
4.5,100.0,75.0,2.0,3.0,0,15.9970496,108.2150773,2,8.75486500550647,7.222646255304159,6.400553026322702
1.99,90.0,55.0,1.0,2.0,0,16.1241055,108.1196141,6,14.787536678674911,12.975797506083596,11.942600137846277
2.25,3.0,35.0,2.0,2.0,0,16.0679602,108.2175171,1,3.0704362980039472,0.8506191942336182,2.0856320111916045
2.6,40.0,55.0,2.0,2.0,0,16.0174259,108.2070051,2,7.189284456328673,5.1944635997984365,4.053179590976357
2.835,100.0,75.0,2.0,2.0,0,16.0125135,108.1884715,2,8.880997753163628,6.5666050785814845,4.896124637710563
2.9,105.0,4.0,1.0,2.0,0,16.0227751,108.200433,2,7.176123228953768,4.931667269232579,3.478788910925687
2.7,137.0,3.0,1.0,1.0,0,16.0396364,108.1823111,2,7.621663547225934,4.952750057487002,2.851563478269206
2.7,64.0,4.0,2.0,2.0,1,16.0524731,108.1804256,2,7.29902029847883,4.61645085416652,2.5767000133945688
2.6,105.0,15.0,1.0,2.0,0,15.9943466,108.1442823,4,13.759149032791454,11.220615479713922,9.219768458570288
2.7,73.0,25.0,2.0,4.0,0,16.0562861,108.217152,1,3.462987950868189,0.8430574193425245,1.382520454243423
2.5,70.0,3.0,1.0,1.0,0,16.0562861,108.217152,1,3.462987950868189,0.8430574193425245,1.382520454243423
2.78,58.0,25.0,2.0,3.0,0,16.0562861,108.217152,1,3.462987950868189,0.8430574193425245,1.382520454243423
2.75,51.0,25.0,2.0,2.0,0,16.0577595,108.2145929,1,3.645149272049158,0.958593605581098,1.162942081688391
2.29,31.0,25.0,2.0,2.0,0,16.0577595,108.2145929,1,3.645149272049158,0.958593605581098,1.162942081688391
4.5,90.0,55.0,2.0,3.0,1,16.0280691,108.2434061,7,4.676699543396389,4.366944217279669,5.0585514454175025
5.9,64.0,55.0,2.0,3.0,1,16.0347762,108.217907,1,4.951856346258454,3.0436874787732586,2.565819366426875
5.2,8.0,75.0,2.0,2.0,1,16.0330419,108.218653,1,5.058555127714514,3.222265457827301,2.7697906689970755
5.5,137.0,45.0,3.0,4.0,1,16.0550085,108.1845513,3,6.799923838367536,4.126492781568162,2.1329739328362556
2.85,100.0,55.0,1.0,2.0,0,15.9844958,108.2085099,2,10.307620749732417,8.697485043229321,7.700223568527099
3.2,100.0,55.0,2.0,3.0,0,15.9756639,108.214971,2,10.984704638316039,9.579442608623882,8.738090200260315
2.85,69.0,7.0,1.0,3.0,0,16.0203761,108.204959,2,7.060886601353235,4.964378219805482,3.7179114693829725
5.2,85.0,75.0,2.0,2.0,1,16.0948495,108.2475052,5,2.7262273673903317,4.523285509518069,6.455948056499495
7.6,15.0,75.0,3.0,4.0,1,16.0365349,108.2146884,1,5.022802845177857,2.9301110485587762,2.2184754378243055
9.7,100.0,6.0,2.0,3.0,1,16.0586433,108.2109396,3,3.9769395169824464,1.283729047615527,0.8653023865710533
7.0,130.0,10.0,2.0,2.0,0,16.0927069,108.2420861,5,2.5221887640465197,4.001989753240873,5.880935270221883
23.9,177.0,7.0,3.0,3.0,0,16.0508258,108.2163405,1,3.843274811478517,1.3915302294265786,1.3184985962198807
21.0,90.0,10.0,2.0,3.0,0,16.0504639,108.2474315,7,2.1940385261420587,2.959350298011701,4.615031966410792
27.0,160.0,7.0,4.0,12.0,0,16.0523611,108.2448585,7,1.9841371318330294,2.6215765454736037,4.327008199192341
101.0,356.0,10.0,3.0,3.0,0,16.0718176,108.2240948,1,2.3625200193826035,1.108420289557001,2.883801414538593
60.0,11.0,32.0,3.0,4.0,0,16.0598366,108.2109052,3,3.9397861996860066,1.2563618736770668,0.94744508256876
59.0,0.0,22.0,5.0,10.0,0,16.10084,108.2560319,5,3.5474406953898723,5.608336026122074,7.573107982362575
40.0,70.0,10.0,4.0,4.0,0,16.024395,108.2210777,1,5.738188748174264,4.156041331032362,3.7249467384497947
20.0,0.0,5.0,4.0,25.0,0,16.0672041,108.2443275,5,0.3875686433582276,2.4130375599605607,4.510698046194411
45.0,39.0,7.0,4.0,8.0,0,16.0805926,108.2235445,1,2.6724477911055753,2.0686645832571577,3.584764777131082
52.0,7.0,15.0,4.0,8.0,0,16.0601827,108.2110936,3,3.909424629492626,1.22995708555384,0.9884699501921761
23.5,106.0,20.0,4.0,4.0,0,16.0598366,108.2109052,3,3.9397861996860066,1.2563618736770668,0.94744508256876
50.0,11.0,20.0,4.0,8.0,0,16.0598366,108.2109052,3,3.9397861996860066,1.2563618736770668,0.94744508256876
25.0,10.0,7.0,3.0,3.0,0,16.0490211,108.2463704,7,2.3493327669764272,2.9315814300721525,4.518477770267397
80.0,40.0,9.0,3.0,3.0,0,16.0679602,108.2175171,1,3.0704362980039472,0.8506191942336182,2.0856320111916045
18.5,78.0,20.0,4.0,5.0,0,16.0557495,108.2097934,3,4.204718589455599,1.5167140871030524,0.6041354396199029
66.0,16.0,10.0,11.0,26.0,0,16.0504639,108.2474315,7,2.1940385261420587,2.959350298011701,4.615031966410792
7.9,95.0,75.0,2.0,3.0,1,16.0421634,108.2109722,1,4.878650829698671,2.5082442497769577,1.4809983363730763
4.48,73.0,55.0,2.0,3.0,1,16.0808752,108.1591974,6,9.373759328820194,7.084656125903382,5.684588989733635
3.6,68.0,4.0,3.0,4.0,0,16.0565049,108.2093571,3,4.217034402572586,1.5237021321698763,0.5947504372282221
4.0,100.0,75.0,2.0,4.0,1,16.0549278,108.1770079,2,7.586487625532479,4.923317649922274,2.9389731899909375
37.0,0.0,12.0,7.0,25.0,1,16.0697434,108.2399567,5,0.6613587850147394,2.063603247454626,4.180463620455603
5.9,90.0,7.0,3.0,3.0,0,16.0385993,108.2163226,1,4.736082456010078,2.663475890818815,2.1226965247923193
2.8,55.0,7.0,2.0,3.0,0,16.06214,108.17636,6,7.51754015306053,4.9312739183917165,3.1393226169402024
4.65,100.0,10.0,3.0,4.0,1,15.987124,108.2357315,7,9.2655225579774,8.399054292524886,8.119233325544768
4.5,97.0,7.0,2.0,3.0,0,16.0847233,108.218809,1,3.331810161206049,2.5522557130798913,3.7335765422634246
3.9,10.0,7.0,1.0,2.0,0,16.0528357,108.1695901,6,8.412044228771999,5.744553342065802,3.7329396902766177
2.4,10.0,5.0,1.0,3.0,0,16.0844706,108.1395853,6,11.506120429056756,9.209903865994823,7.718065665397295
3.9,60.0,5.0,3.0,3.0,0,16.0529216,108.2359421,5,2.2049911615735573,1.7547442894734797,3.371226970257967
4.6,77.0,6.0,2.0,3.0,0,16.042668,108.245483,7,3.0529536097795353,3.2588032253244843,4.5649537820239745
5.8,55.0,5.0,3.0,4.0,0,16.0596365,108.2423975,5,1.2400312997853302,2.1499107861921094,4.108056490357426
2.4,116.0,5.0,2.0,2.0,0,16.047518,108.1762504,2,7.887651493089931,5.193991186742518,3.1014860107355133
2.6,60.0,4.0,2.0,2.0,1,16.0550085,108.1845513,3,6.799923838367536,4.126492781568162,2.1329739328362556
2.5,45.0,3.0,2.0,2.0,1,16.0652266,108.1934459,3,5.662909850746923,3.12436619535158,1.7144618344531783
4.25,90.0,5.0,2.0,3.0,0,16.0280691,108.2434061,7,4.676699543396389,4.366944217279669,5.0585514454175025
3.0,11.0,5.0,1.0,2.0,0,15.9885971,108.2353733,7,9.10846754468713,8.23191173141796,7.9549755378861295
3.9,65.0,5.0,3.0,4.0,0,16.071199,108.1942499,3,5.550444413985437,3.18654340833138,2.1971049596813335
7.5,100.0,10.0,3.0,5.0,1,16.0187869,108.2481757,7,5.699127531877721,5.51117438151667,6.086755057182758
2.9,55.0,3.0,2.0,2.0,0,16.0613126,108.1905719,3,6.024860415909494,3.4112155436432823,1.6932748998080926
4.1,58.0,7.0,3.0,3.0,0,16.0234267,108.2459015,7,5.181477405364907,4.9450180811190325,5.576346592704457
6.9,55.0,7.0,3.0,3.0,1,16.0582788,108.2365184,5,1.67612950377326,1.5590532235328987,3.463817106512111
3.6,40.0,5.0,3.0,3.0,1,16.0454541,108.2183326,1,4.045607712022991,1.875454918161779,1.7587436374381265
3.0,83.0,5.0,2.0,3.0,1,16.03504225,108.22470642898989,1,4.519686952734831,2.9850685579850724,3.013857618518184
1.95,65.0,3.0,1.0,2.0,1,16.0117393,108.1982179,2,8.257998957836824,6.129300091520852,4.720697164365155
1.75,65.0,4.0,1.0,2.0,1,16.0138538,108.1958513,2,8.238889930003024,6.033348209180242,4.533765464768642
2.6,50.0,3.0,2.0,2.0,1,16.0751042,108.2073603,3,4.181289322444433,2.1750852324604972,2.3592059292349226
2.7,75.0,3.0,2.0,5.0,1,16.0658589,108.2010178,3,4.849776746939984,2.333662109027143,1.3660301919318862
2.8,89.0,35.0,1.0,3.0,0,16.0455449,108.2088093,1,4.8383040355009985,2.327283511926009,1.0422762354351205
5.89,75.0,5.0,3.0,4.0,0,16.0805561,108.2459341,5,1.1406335233136817,3.2503813486385864,5.324661626958817
4.5,110.0,5.0,2.0,6.0,0,15.9903256,108.2600605,7,8.969377807467644,8.887500210731327,9.220415248233953
5.3,85.0,5.0,2.0,3.0,0,16.0384855,108.2186172,1,4.584060390297578,2.6263690916745905,2.2875211291974096
5.25,130.0,5.0,2.0,5.0,0,16.0521384,108.2474796,7,2.009524088797229,2.889532792826042,4.60827946837303
4.5,100.0,5.0,3.0,3.0,0,16.0214579,108.1974153,2,7.5040758529966425,5.21836974063259,3.6758523011935478
3.15,80.0,5.0,1.0,3.0,0,16.0622212,108.2349518,5,1.4886969856645638,1.3385708659014086,3.3885071145666026
6.2,100.0,30.0,2.0,3.0,0,16.0435195,108.2374131,7,3.1010894863015603,2.59137287603212,3.711497380038814
2.3,8.0,3.0,3.0,2.0,1,16.0688455,108.1813358,3,6.9329993605348035,4.46482166914822,2.9714549259689655
4.7,85.0,5.0,2.0,5.0,0,16.0664337,108.2068999,3,4.2171913657040045,1.7364846083548382,1.4037511773990203
2.65,40.0,3.0,2.0,2.0,1,16.0698397,108.2115701,3,3.6965388084729285,1.456183520300881,1.9139781050139122
5.45,115.0,75.0,3.0,4.0,0,16.0152714,108.2555307,7,6.166745665065708,6.260421723947104,6.943654515219017
3.9,60.0,5.0,2.0,3.0,0,16.0883404,108.236686,5,2.2417311100190354,3.2959965635230972,5.133989588002863
6.3,80.0,7.0,3.0,3.0,0,16.0545048,108.2401907,5,1.8541047618790334,2.068891781023705,3.824295605974356
1.95,45.0,3.0,2.0,3.0,1,16.0554131,108.1876616,3,6.466525801175789,3.7911909944506044,1.804135045993241
5.0,50.0,7.0,2.0,3.0,0,16.0820251,108.2300262,5,2.159005307926612,2.3671373009641825,4.138071269571249
4.5,80.0,5.0,2.0,3.0,0,16.0623488,108.2392411,5,1.1425934161922529,1.7977406140302454,3.835885021113977
2.05,50.0,3.0,2.0,2.0,0,16.0658589,108.2010178,3,4.849776746939984,2.333662109027143,1.3660301919318862
3.35,8.0,75.0,2.0,3.0,0,16.0107761,108.202799,2,8.049909088366883,6.038365005777109,4.783133369009795
3.7,100.0,5.0,3.0,3.0,0,16.0076299,108.1991312,2,8.5614346799342,6.506088073762885,5.159562719470576
3.7,140.0,10.0,1.0,4.0,0,16.0337583,108.1804652,2,8.10293520032254,5.46793169485184,3.4049112545096443
4.7,70.0,5.0,2.0,4.0,0,16.0338104,108.2135888,2,5.3267709779812895,3.252702196821536,2.435588037629038
6.9,56.0,75.0,3.0,3.0,1,16.0582788,108.2365184,5,1.67612950377326,1.5590532235328987,3.463817106512111
4.3,99.0,7.0,2.0,3.0,1,16.0215435,108.2097285,2,6.649183354118423,4.671619009914523,3.6324321522738603
2.8,85.0,5.0,2.0,3.0,1,16.0196547,108.2034422,2,7.224941451260469,5.100922112308704,3.798899308189653
2.95,100.0,4.0,3.0,4.0,1,16.0630207,108.169433,6,8.24385125317424,5.673690723634991,3.8790541471371687
5.0,9.0,6.0,1.0,3.0,1,16.0597301,108.2380867,5,1.4467938249318828,1.6912223672406885,3.6546573474874413
4.35,85.0,5.0,2.0,3.0,1,16.02111,108.2089448,2,6.737299639862622,4.742403143421506,3.667904341803263
3.9,100.0,5.0,2.0,3.0,1,16.0186881,108.2107158,2,6.848809058187386,4.94688578283863,3.9613711078674454
3.8,75.0,75.0,3.0,3.0,0,16.0829454,108.2397317,5,1.5621082345624078,2.9714616819228543,4.9524924099591185
4.2,85.0,10.0,2.0,3.0,0,16.0524731,108.1804256,2,7.29902029847883,4.61645085416652,2.5767000133945688
4.9,100.0,5.0,2.0,3.0,1,16.017567,108.2561928,7,5.928752146171981,6.094331219583097,6.847072429856626
3.4,50.0,5.0,3.0,3.0,1,16.0631819,108.1848702,3,6.599690101947767,4.022996026108292,2.3304599527006022
2.3,70.0,5.0,2.0,2.0,0,16.0488422,108.1699893,6,8.483194804604969,5.796879151789375,3.731551051973372
3.5,100.0,5.0,1.0,2.0,1,16.0288963,108.2453488,7,4.576902023398688,4.400954665020074,5.18158307723928
6.6,15.0,15.0,3.0,4.0,0,16.007266,108.2561299,7,7.051660425920666,7.041585774632778,7.569194068560099
2.4,50.0,3.0,2.0,3.0,0,16.0688455,108.1813358,3,6.9329993605348035,4.46482166914822,2.9714549259689655
2.25,50.0,3.0,2.0,2.0,0,16.071571,108.2093029,3,3.941538261007817,1.7652262863728307,2.0155380437543795
2.1,50.0,2.0,2.0,2.0,0,16.1004212,108.2514917,5,3.3879164306587177,5.272699998436962,7.193619360294526
3.02,60.0,35.0,2.0,2.0,1,16.0911135,108.2430679,5,2.331658107278015,3.9113280450117247,5.827684897572805
7.95,100.0,55.0,4.0,7.0,1,16.0510925,108.2362391,7,2.368762460210561,1.9016861052178529,3.415903098996068
7.2,80.0,75.0,2.0,2.0,1,16.0427332,108.2428481,7,3.064995127338544,3.046060321209705,4.29238451399753
7.199,65.0,60.0,3.0,4.0,1,16.0435639,108.2414405,7,2.9951351087841576,2.8742648657217846,4.121818509423343
12.499,100.0,12.0,2.0,3.0,1,16.0632776,108.2398685,5,1.020832937444233,1.870233106944903,3.926750210232095
3.999,85.0,55.0,1.0,2.0,1,16.0597301,108.2380867,5,1.4467938249318828,1.6912223672406885,3.6546573474874413
8.599,195.0,55.0,1.0,4.0,1,16.0756928,108.2429073,5,0.6932501671361126,2.667047392992134,4.765051706124179
5.199,60.0,55.0,2.0,3.0,1,16.0756928,108.2429073,5,0.6932501671361126,2.667047392992134,4.765051706124179
17.3,110.0,55.0,5.0,11.0,1,16.0563801,108.246888,7,1.5370570808069879,2.68651682404019,4.548287910153688
9.999,150.0,55.0,2.0,9.0,1,16.0558059,108.2394047,5,1.7522606595836827,1.9370424735083314,3.7452314577927424
5.3,110.0,55.0,1.0,5.0,1,16.0787595,108.2304169,5,1.9256203859295113,2.0484731746415745,3.903984681919955
4.05,90.0,6.0,2.0,4.0,1,16.0658149,108.2389006,5,0.9147850078873178,1.8124447888356654,3.911804228954648
9.7,10.0,55.0,1.0,3.0,1,16.0578969,108.2434351,5,1.3967489947963416,2.289817100372727,4.193541678206083
22.499,160.0,10.0,4.0,6.0,1,16.0702147,108.2389711,5,0.7644439653106095,1.991808967994668,4.107423774248792
6.999,10.0,5.0,1.0,3.0,1,16.0427332,108.2428481,7,3.064995127338544,3.046060321209705,4.29238451399753
7.299,140.0,8.0,1.0,4.0,1,16.0822254,108.2396453,5,1.495118854898234,2.903659390488875,4.894174910488031
6.749,70.0,55.0,2.0,3.0,1,16.0488103,108.2434485,7,2.3896036495783526,2.6754931730284817,4.211391855643559
62.0,94.0,10.0,6.0,1.0,1,16.0640847,108.2154849,1,3.347692174511023,0.7820743685121635,1.6264838755422861
6.45,56.0,37.0,3.0,3.0,0,16.067252,108.2404802,5,0.6882108749997556,2.0176064642122395,4.1253797083637
11.0,75.0,10.0,3.0,3.0,1,16.0613126,108.1905719,3,6.024860415909494,3.4112155436432823,1.6932748998080926
15.99,105.0,10.0,4.0,4.0,1,16.0852466,108.2426141,5,1.701277175318409,3.363743641855458,5.352392823689131
6.5,97.0,10.0,3.0,4.0,1,16.0086769,108.221757,2,7.295223536757294,5.893270435083384,5.343198718020255
28.5,158.0,10.0,2.0,3.0,1,16.0699466,108.2188711,1,2.9152672968217366,0.9661657743700393,2.346209444362271
13.5,70.0,10.0,4.0,3.0,0,16.0521384,108.2474796,7,2.009524088797229,2.889532792826042,4.60827946837303
11.499,130.0,12.0,2.0,3.0,1,16.0658149,108.2389006,5,0.9147850078873178,1.8124447888356654,3.911804228954648
11.5,60.0,5.0,5.0,8.0,0,16.0497579,108.2451858,7,2.2698220471109063,2.781173520493234,4.383251624053808
22.5,90.0,11.0,8.0,12.0,1,16.0491361,108.2468245,7,2.3376798649652066,2.968017301934998,4.5652050952110015
9.7,60.0,55.0,4.0,7.0,1,16.0512309,108.2443867,7,2.1127541313710925,2.629366184779749,4.283609283233296
24.0,30.0,11.0,3.0,12.0,1,16.0455449,108.2088093,1,4.8383040355009985,2.327283511926009,1.0422762354351205
17.5,90.0,50.0,6.0,11.0,1,16.0596365,108.2423975,5,1.2400312997853302,2.1499107861921094,4.108056490357426
30.0,105.0,33.0,3.0,3.0,0,16.0604416,108.2143597,1,3.567005875638402,0.8807186908191079,1.27901813976112
19.0,15.0,30.0,5.0,5.0,1,16.0292463,108.2088901,2,6.037874131108651,3.896681635398459,2.776801770054108
12.0,47.0,10.0,5.0,3.0,0,16.0702473,108.2242135,1,2.343451516885078,0.9397505234608892,2.777357257128531
35.0,146.0,10.0,3.0,3.0,1,16.0679602,108.2175171,1,3.0704362980039472,0.8506191942336182,2.0856320111916045
31.5,105.0,40.0,4.0,4.0,1,16.0604416,108.2143597,1,3.567005875638402,0.8807186908191079,1.27901813976112
23.5,108.0,10.0,5.0,1.0,1,16.0690377,108.2154839,1,3.2802459454368518,1.0833783559876549,2.0426617451692572
40.0,18.0,10.0,3.0,5.0,1,16.0720397,108.2156756,1,3.262981657334206,1.3328829144265497,2.3322532841359016
20.0,154.0,75.0,2.0,3.0,1,16.0582788,108.2365184,5,1.67612950377326,1.5590532235328987,3.463817106512111
14.0,93.0,10.0,3.0,3.0,0,16.0577595,108.2145929,1,3.645149272049158,0.958593605581098,1.162942081688391
24.0,101.0,55.0,9.0,20.0,1,16.0418324,108.2478355,7,3.150050933735306,3.510987527182164,4.8324435376218995
4.95,54.0,55.0,3.0,3.0,1,16.0624993,108.2114242,3,3.809739757818328,1.18099088772844,1.202806598503837
11.0,61.0,10.0,5.0,5.0,1,16.0732065,108.220864,1,2.721553945415526,1.25939996510533,2.7592750808866806
4.2,10.0,75.0,2.0,3.0,1,16.0649884,108.1472612,6,10.593261787778278,8.051891955547894,6.240233783021784
6.3,114.0,5.0,1.0,4.0,0,16.0395449,108.2446085,7,3.4016273255491076,3.429275791758188,4.583678554787174
21.0,15.0,10.0,3.0,3.0,1,16.0796069,108.2199666,1,2.983245152129439,1.9741434626520729,3.2867142961229834
13.8,100.0,35.0,3.0,3.0,1,16.0207856,108.2272606,2,5.833716998637194,4.581939401971724,4.409184543426017
4.58,45.0,55.0,3.0,3.0,0,16.0603604,108.1884148,3,6.270196881794463,3.645489530368588,1.856385369185146
8.5,90.0,10.0,5.0,6.0,0,16.0631819,108.1848702,3,6.599690101947767,4.022996026108292,2.3304599527006022
11.5,11.0,10.0,4.0,6.0,1,16.0751042,108.2073603,3,4.181289322444433,2.1750852324604972,2.3592059292349226
2.45,35.0,3.0,2.0,3.0,0,16.0508258,108.2163405,1,3.843274811478517,1.3915302294265786,1.3184985962198807
26.5,170.0,33.0,4.0,6.0,0,16.0292463,108.2088901,2,6.037874131108651,3.896681635398459,2.776801770054108
6.99,100.0,33.0,2.0,3.0,0,16.0243516,108.2508052,7,5.103809920915578,5.1479301633053955,5.945119744173567
5.5,15.0,8.0,4.0,6.0,0,16.0234267,108.2459015,7,5.181477405364907,4.9450180811190325,5.576346592704457
12.99,100.0,9.0,6.0,9.0,0,16.0729187,108.2370712,5,1.0117691687811292,1.9819024959259421,4.071337657372352
9.2,105.0,7.0,2.0,3.0,0,16.044111,108.2475859,7,2.89679784109691,3.3353607267146055,4.742491415283594
19.99,118.0,7.0,7.0,14.0,0,16.0471594,108.2432652,7,2.573327008951689,2.763025948752439,4.220743643122213
6.9,160.0,5.0,1.0,4.0,0,16.042668,108.245483,7,3.0529536097795353,3.2588032253244843,4.5649537820239745
13.3,330.0,6.0,3.0,9.0,0,16.0504458,108.2486634,7,2.2084105975099146,3.0797855580218787,4.7465638629110005
17.7,115.0,8.0,3.0,6.0,0,16.0523611,108.2448585,7,1.9841371318330294,2.6215765454736037,4.327008199192341
12.0,85.0,6.0,5.0,7.0,0,16.0567276,108.244559,5,1.5056194307876958,2.435190951519888,4.3020791612563025
