price,area,road_width,floors,bedroom,loc,garage
": 7,2 tỷ","92 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 12 tỷ,"100 m
2",10m,3 lầu,3 phòng ngủ,"Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 15,5 tỷ","140 m
2",30m,3 lầu,5 phòng ngủ,"Đường 30/4, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 13,5 tỷ","100 m
2",10m,,2 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 8,5 tỷ","44 m
2",10m,4 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu,",0
": 7,65 tỷ","92 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường Nguyễn Quang Bích, Phường Hòa Cường Bắc, Quận Hải Châu,",0
: 6 tỷ,"74 m
2","3,5m",5 lầu,6 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 7,5 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Súy, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 5,5 tỷ","75 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Tiên Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 17,5 tỷ","204 m
2","7,5m",,,"Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê,",0
": 7,5 tỷ","92 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Nguyễn Quang Bích, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,1 tỷ","65 m
2","5,5m",,1 phòng ngủ,"Đường Bế Văn Đàn, Phường Hòa Khê, Quận Thanh Khê,",0
: 15 tỷ,"80 m
2",10m,3 lầu,3 phòng ngủ,"Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu,",0
": 4,9 tỷ","61 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Bình An 3, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 6,1 tỷ","92 m
2","5,5m",2 lầu,5 phòng ngủ,"Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,7 tỷ","92 m
2","7,5m",,1 phòng ngủ,"Đường Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 6 tỷ,"74 m
2",4m,4 lầu,7 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 7,15 tỷ","70 m
2",10m,3 lầu,3 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 5,4 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Bình Hòa, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 2,95 tỷ","140 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",chỗ để xe
": 4,2 tỷ","90 m
2",7m,2 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",0
": 3,3 tỷ","62 m
2",3m,3 lầu,3 phòng ngủ,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,1 tỷ","120 m
2",5m,2 lầu,3 phòng ngủ,"Phường Hòa Hải, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,5 tỷ","100 m
2",10m,3 lầu,5 phòng ngủ,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 4,2 tỷ","80 m
2",5m,2 lầu,3 phòng ngủ,"Đường Cẩm Bắc, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 4,9 tỷ","85 m
2",5m,2 lầu,3 phòng ngủ,"Đường Bình An, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
": 5,7 tỷ","100 m
2","10,m",3 lầu,3 phòng ngủ,"Đường Nguyễn Hữu Tiến, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 2,5 tỷ","85 m
2",5m,1 lầu,5 phòng ngủ,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",0
": 5,4 tỷ","65 m
2",5m,2 lầu,2 phòng ngủ,"Đường An Nhơn, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 8,9 tỷ","86 m
2",6m,4 lầu,4 phòng ngủ,"Đường Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 1,95 tỷ","80 m
2",4m,2 lầu,2 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",0
": 4,5 tỷ","90 m
2",5m,2 lầu,3 phòng ngủ,"Đường Lê Văn Linh, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 9,3 tỷ","115 m
2",16m,2 lầu,4 phòng ngủ,"Đường Nguyễn Thị Định, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 2,65 tỷ","72 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,59 tỷ","40 m
2","3,5m",2 lầu,2 phòng ngủ,"Đường Lý Tự Trọng, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 3,8 tỷ","90 m
2",6m,2 lầu,3 phòng ngủ,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 3,45 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 6,7 tỷ","90 m
2",6m,2 lầu,3 phòng ngủ,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 6,09 tỷ","70 m
2","5,5m",2 lầu,4 phòng ngủ,"Đường An Nhơn 1, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 10,5 tỷ","90 m
2",11m,3 lầu,4 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,3 tỷ","120 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Thế Lữ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 3,1 tỷ","72 m
2",3m,2 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
: 9 tỷ,"102 m
2",6m,2 lầu,3 phòng ngủ,"Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,45 tỷ","90 m
2",3m,2 lầu,3 phòng ngủ,"Đường Lê Duẩn, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,2 tỷ","60 m
2",4m,2 lầu,3 phòng ngủ,"Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 2,8 tỷ","51 m
2",3m,2 lầu,3 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 7,85 tỷ","85 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 9,2 tỷ","90 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 7,2 tỷ","130 m
2",7m,2 lầu,4 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,48 tỷ","72 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 3,7 tỷ","90 m
2",6m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 2,3 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,7 tỷ","66 m
2","3,2m",2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu,",chỗ để xe
: 9 tỷ,"90 m
2","16,m",4 lầu,4 phòng ngủ,"Đường Nguyễn Thị Định, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 10,5 tỷ","105 m
2",8m,4 lầu,4 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 7,95 tỷ","112 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 3,45 tỷ","65 m
2",4m,2 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 3,15 tỷ","61 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Phan Châu Trinh, Phường Bình Thuận, Quận Hải Châu,",0
": 3,35 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Ba ĐÌnh, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","57 m
2",4m,3 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","60 m
2",4m,2 lầu,2 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",0
": 2,69 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 2,59 tỷ","51 m
2",3m,2 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 5,8 tỷ","86 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,1 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 2,85 tỷ","105 m
2",4m,1 lầu,2 phòng ngủ,"Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
": 3,59 tỷ","51 m
2",3m,3 lầu,3 phòng ngủ,"Đường Lê Duẩn, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 2,3 tỷ","50 m
2",4m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 9,2 tỷ","110 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 4,3 tỷ","80 m
2",4m,2 lầu,3 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",0
": 3,85 tỷ","70 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Lê Phụ Trần, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 2,65 tỷ","65 m
2",4m,1 lầu,2 phòng ngủ,"Đường Lê Tấn Trung., Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
": 2,63 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,5 tỷ","115 m
2",3m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 1,75 tỷ","30 m
2",4m,2 lầu,3 phòng ngủ,"Đường Hải Phòng, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 4,25 tỷ","65 m
2",Ym,3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,35 tỷ","50 m
2","2,5m",2 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,6 tỷ","38 m
2","3,5m",2 lầu,2 phòng ngủ,"Đường Lý Tự Trọng, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 2,8 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 3,55 tỷ","53 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 3,4 tỷ","75 m
2",6m,2 lầu,3 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 2,75 tỷ","75 m
2",5m,2 lầu,5 phòng ngủ,"Đường Điện Biên Phủ, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 4,47 tỷ","75 m
2",6m,3 lầu,3 phòng ngủ,"Đường Đặng Đình Vân, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 2,8 tỷ","46 m
2",5m,2 lầu,3 phòng ngủ,"Đường Nguyễn Nghiêm, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,75 tỷ","65 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 4,7 tỷ","80 m
2",6m,3 lầu,4 phòng ngủ,"Đường Đặng Thùy Trâm, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
": 2,15 tỷ","35 m
2",3m,3 lầu,2 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,35 tỷ","55 m
2",5m,3 lầu,3 phòng ngủ,"Đường Ông Ích Đường, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 2,2 tỷ","65 m
2",4m,1 lầu,2 phòng ngủ,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",0
": 3,9 tỷ","60 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Huy Lượng, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 4,65 tỷ","80 m
2",6m,3 lầu,3 phòng ngủ,"Đường Nguyễn Dữ, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
: 980 triệu,"27 m
2",4m,2 lầu,2 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
: 980 triệu,"27 m
2",4m,2 lầu,2 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 2,599 tỷ","120 m
2",3m,2 lầu,3 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 1,69 tỷ","50 m
2",3m,1 lầu,2 phòng ngủ,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 1,75 tỷ","43 m
2",3m,2 lầu,3 phòng ngủ,"Đường Mẹ Hiền, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 3,8 tỷ","100 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Khoa Chiêm, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 3,7 tỷ","60 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Huy Lượng, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 2,85 tỷ","52 m
2",3m,2 lầu,3 phòng ngủ,"Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê,",chỗ để xe
": 2,85 tỷ","80 m
2",6m,2 lầu,3 phòng ngủ,"Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,85 tỷ","40 m
2",5m,2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 3,75 tỷ","110 m
2",7m,3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",0
": 4,5 tỷ","65 m
2",6m,2 lầu,3 phòng ngủ,"Đường Yên Khê 2, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 2,95 tỷ","50 m
2","2,5m",2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê,",0
: 2 tỷ,"45 m
2",4m,2 lầu,2 phòng ngủ,"Đường Lý Thái Tổ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,8 tỷ","50 m
2",3m,3 lầu,3 phòng ngủ,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 1,6 tỷ","40 m
2","2,5m",2 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 2,45 tỷ","73 m
2",5m,2 lầu,2 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 2,65 tỷ","50 m
2",3m,2 lầu,3 phòng ngủ,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,55 tỷ","50 m
2","4,5m",3 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 2,48 tỷ","55 m
2","2,5m",2 lầu,2 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",0
": 2,15 tỷ","150 m
2",5m,1 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa Thọ Tây, Quận Cẩm Lệ,",chỗ để xe
": 2,55 tỷ","50 m
2","2,5m",2 lầu,2 phòng ngủ,"Đường Nguyễn Tri Phương, Phường Vĩnh Trung, Quận Thanh Khê,",0
": 2,35 tỷ","42 m
2",3m,2 lầu,2 phòng ngủ,"Đường Đỗ Quang, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 1,73 tỷ","40 m
2",3m,2 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 2,65 tỷ","35 m
2","3,5m",2 lầu,2 phòng ngủ,"Đường Nguyễn Hoàng, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 2,55 tỷ","50 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Thái Thị Bôi, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 3,8 tỷ","50 m
2",5m,3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,199 tỷ","62 m
2",3m,3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 2,976 tỷ","52 m
2",3m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",0
": 3,97 tỷ","80 m
2",6m,2 lầu,3 phòng ngủ,"Đường Đặng Thùy Trâm, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 3,6 tỷ","70 m
2",5m,2 lầu,3 phòng ngủ,"Đường Tạ Hiện, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 2,99 tỷ","130 m
2","3,5m",1 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 4,65 tỷ","56 m
2",5m,3 lầu,3 phòng ngủ,"Đường Hải Sơn, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 2,6 tỷ","70 m
2",5m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 2,1 tỷ","40 m
2",3m,3 lầu,2 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,18 tỷ","50 m
2","2,5m",2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Thạc Gián, Quận Thanh Khê,",0
": 3,05 tỷ","70 m
2",3m,3 lầu,3 phòng ngủ,"Đường Đinh Núp, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 2,5 tỷ","60 m
2",6m,2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 6,499 tỷ","90 m
2",30m,3 lầu,4 phòng ngủ,"Đường Trường Chinh, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,65 tỷ","45 m
2",3m,2 lầu,3 phòng ngủ,"Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 2,399 tỷ","90 m
2",545m,1 lầu,3 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 2,55 tỷ","57 m
2",5m,2 lầu,3 phòng ngủ,"Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 3,95 tỷ","85 m
2","2,5m",3 lầu,4 phòng ngủ,"Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê,",chỗ để xe
": 3,7 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê,",chỗ để xe
": 6,75 tỷ","131 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Trần Văn Ơn, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 2,3 tỷ","70 m
2",3m,2 lầu,3 phòng ngủ,"Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 5,5 tỷ","55 m
2",5m,3 lầu,3 phòng ngủ,"Đường An Thượng 12, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 1,7 tỷ","52 m
2","2,5m",1 lầu,2 phòng ngủ,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,65 tỷ","45 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê,",chỗ để xe
": 1,69 tỷ","21 m
2","2,5m",2 lầu,2 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 7,65 tỷ","85 m
2",6m,3 lầu,3 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 2,5 tỷ","123 m
2",5m,2 lầu,3 phòng ngủ,"Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn,",chỗ để xe
": 5,3 tỷ","100 m
2",6m,2 lầu,3 phòng ngủ,"Đường Mỹ An 24, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,95 tỷ","95 m
2",7m,3 lầu,3 phòng ngủ,"Đường Lê Phụng Hiểu, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 2,38 tỷ","36 m
2",3m,3 lầu,3 phòng ngủ,"Đường Cô Bắc, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 3,45 tỷ","44 m
2",4m,3 lầu,4 phòng ngủ,"Đường Điện Biên Phủ, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 2,4 tỷ","47 m
2","3,5m",1 lầu,2 phòng ngủ,"Đường Trương Chí Cương, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 2,25 tỷ","85 m
2","3,5m",2 lầu,2 phòng ngủ,"Phường Hòa Hải, Quận Ngũ Hành Sơn,",chỗ để xe
": 4,2 tỷ","82 m
2",7m,2 lầu,3 phòng ngủ,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 6,2 tỷ","100 m
2",7m,1 lầu,1 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
: 10 tỷ,"91 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường An Thượng 11, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 12,5 tỷ","115 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 11,9 tỷ","100 m
2",11m,1 lầu,2 phòng ngủ,"Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,75 tỷ","55 m
2",5m,3 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 12,8 tỷ","110 m
2",11m,3 lầu,3 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 2,3 tỷ","50 m
2",4m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 1,95 tỷ","40 m
2","2,5m",1 lầu,2 phòng ngủ,"Đường Lê Độ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 4,95 tỷ","95 m
2","7,5m",1 lầu,2 phòng ngủ,"Đường Lý Đạo Thành, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,75 tỷ","56 m
2",6m,3 lầu,3 phòng ngủ,"Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 4,45 tỷ","85 m
2",5m,1 lầu,4 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 4,55 tỷ","75 m
2",5m,2 lầu,3 phòng ngủ,"Đường Hoà Minh 15, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 2,65 tỷ","66 m
2",3m,2 lầu,3 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 2,9 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 3,29 tỷ","85 m
2",3m,2 lầu,2 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 9,5 tỷ","71 m
2","7,5m",4 lầu,3 phòng ngủ,"Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 6,2 tỷ","100 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 2,55 tỷ","70 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 4,4 tỷ","100 m
2",7m,3 lầu,3 phòng ngủ,"Đường Lỗ Giáng 24, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 4,29 tỷ","100 m
2",7m,3 lầu,3 phòng ngủ,"Đường Hồ Tỵ, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
